customer_id,frequency,monetary,recency,R,F,M,RFM_Score,Segment
13861,2,273.26,428,1,2,1,4,At-Risk
13862,9,2556.09,17,4,4,4,12,High-Value
13863,4,1239.55,247,2,3,3,8,Other
13864,1,662.4000000000001,386,1,1,2,4,At-Risk
13865,4,501.56,57,3,3,2,8,Loyal
13866,1,145.67000000000002,73,3,1,1,5,One-Time
13867,3,1005.09,30,3,2,3,8,Other
13868,2,3192.54,6,4,2,4,10,High-Value
13869,10,7996.87,122,2,4,4,10,High-Value
13870,15,5712.08,1,4,4,4,12,High-Value
13871,17,7885.85,22,4,4,4,12,High-Value
13872,3,919.57,526,1,2,3,6,At-Risk
13873,8,1038.92,119,2,4,3,9,High-Value
13874,7,2049.15,357,2,4,3,9,High-Value
13875,14,4814.37,53,3,4,4,11,High-Value
13876,1,122.7,63,3,1,1,5,One-Time
13877,3,449.68,85,3,2,2,7,Other
13878,4,2416.9,54,3,3,4,10,High-Value
13879,1,395.5,645,1,1,2,4,At-Risk
13880,17,4293.86,20,4,4,4,12,High-Value
13881,43,45179.1,3,4,4,4,12,High-Value
13882,5,1191.13,2,4,3,3,10,High-Value
13883,14,6535.37,10,4,4,4,12,High-Value
13884,10,1825.03,6,4,4,3,11,High-Value
13885,2,506.8,188,2,2,2,6,Other
13886,1,243.56,70,3,1,1,5,One-Time
13887,1,349.55,203,2,1,2,5,Other
13888,7,2001.5900000000001,119,2,4,3,9,High-Value
13889,6,1991.23,92,3,3,3,9,High-Value
13890,14,2927.38,0,4,4,4,12,High-Value
13891,3,859.21,377,2,2,3,7,Other
13892,6,1267.65,26,3,3,3,9,High-Value
13893,1,821.1,297,2,1,2,5,Other
13894,3,564.62,23,4,2,2,8,Other
13895,6,4008.52,27,3,3,4,10,High-Value
13896,1,388.55,625,1,1,2,4,At-Risk
13897,3,1160.72,49,3,2,3,8,Other
13898,2,686.4,325,2,2,2,6,Other
13899,2,388.52,15,4,2,2,8,Other
13900,6,1610.5900000000001,182,2,3,3,8,Other
13901,15,5676.34,71,3,4,4,11,High-Value
13902,5,34023.26,631,1,3,4,8,At-Risk
13903,1,165.45000000000002,399,1,1,1,3,At-Risk
13904,2,332.64,36,3,2,1,6,Other
13905,1,312.65,732,1,1,1,3,At-Risk
13906,1,42.0,408,1,1,1,3,At-Risk
13907,1,136.8,691,1,1,1,3,At-Risk
13908,4,2319.55,79,3,3,4,10,High-Value
13909,2,282.85,422,1,2,1,4,At-Risk
13911,20,4234.99,56,3,4,4,11,High-Value
13912,1,124.95,423,1,1,1,3,At-Risk
13913,1,42.22,506,1,1,1,3,At-Risk
13914,2,626.45,11,4,2,2,8,Other
13915,1,70.80000000000001,393,1,1,1,3,At-Risk
13916,4,1275.81,463,1,3,3,7,At-Risk
13917,2,272.04,49,3,2,1,6,Other
13918,2,1212.8400000000001,49,3,2,3,8,Other
13919,4,1252.68,58,3,3,3,9,High-Value
13920,4,1774.68,431,1,3,3,7,At-Risk
13921,4,730.7,401,1,3,2,6,At-Risk
13922,3,865.2,351,2,2,3,7,Other
13923,1,351.13,53,3,1,2,6,Other
13924,6,1838.8500000000001,1,4,3,3,10,High-Value
13925,4,678.25,92,3,3,2,8,Loyal
13926,1,223.85000000000002,22,4,1,1,6,One-Time
13927,2,708.26,74,3,2,2,7,Other
13928,4,464.57,10,4,3,2,9,High-Value
13929,11,3494.1,168,2,4,4,10,High-Value
13930,2,337.34,57,3,2,1,6,Other
13931,11,5257.38,95,2,4,4,10,High-Value
13932,1,307.40000000000003,294,2,1,1,4,One-Time
13933,2,608.79,108,2,2,2,6,Other
13934,1,922.1,263,2,1,3,6,Other
13935,3,6116.92,596,1,2,4,7,At-Risk
13936,3,939.6600000000001,179,2,2,3,7,Other
13937,2,880.13,168,2,2,3,7,Other
13938,1,71.66,34,3,1,1,5,One-Time
13939,7,1560.96,22,4,4,3,11,High-Value
13940,4,839.14,16,4,3,2,9,High-Value
13941,15,10027.18,21,4,4,4,12,High-Value
13942,1,320.0,534,1,1,1,3,At-Risk
13943,1,246.54000000000002,577,1,1,1,3,At-Risk
13944,1,200.43,652,1,1,1,3,At-Risk
13945,2,854.1500000000001,394,1,2,2,5,At-Risk
13946,6,1876.23,78,3,3,3,9,High-Value
13947,1,90.60000000000001,64,3,1,1,5,One-Time
13948,4,548.76,360,2,3,2,7,Other
13949,6,2427.32,2,4,3,4,11,High-Value
13950,4,745.0600000000001,10,4,3,2,9,High-Value
13951,3,674.45,175,2,2,2,6,Other
13952,14,12823.521,217,2,4,4,10,High-Value
13953,12,6640.68,6,4,4,4,12,High-Value
13954,2,439.92,1,4,2,2,8,Other
13955,3,544.07,153,2,2,2,6,Other
13956,5,1019.27,4,4,3,3,10,High-Value
13957,3,458.25,417,1,2,2,5,At-Risk
13958,8,4709.2300000000005,379,1,4,4,9,High-Value
13959,6,1064.77,78,3,3,3,9,High-Value
13960,2,230.22000000000003,20,4,2,1,7,Other
13961,1,538.4,391,1,1,2,4,At-Risk
13962,3,362.8,21,4,2,2,8,Other
13963,17,2860.57,307,2,4,4,10,High-Value
13964,2,438.9,386,1,2,2,5,At-Risk
13965,3,996.61,476,1,2,3,6,At-Risk
13966,1,384.26,434,1,1,2,4,At-Risk
13967,2,166.3,145,2,2,1,5,Other
13968,1,123.66,422,1,1,1,3,At-Risk
13969,35,12973.460000000001,6,4,4,4,12,High-Value
13970,2,846.55,385,1,2,2,5,At-Risk
13971,14,4667.57,18,4,4,4,12,High-Value
13972,2,190.25,70,3,2,1,6,Other
13973,1,264.7,286,2,1,1,4,One-Time
13974,2,677.72,48,3,2,2,7,Other
13975,12,5256.4,30,3,4,4,11,High-Value
13976,4,1192.3600000000001,206,2,3,3,8,Other
13977,1,519.8100000000001,410,1,1,2,4,At-Risk
13978,2,196.79,14,4,2,1,7,Other
13979,7,3373.63,72,3,4,4,11,High-Value
13980,5,768.82,59,3,3,2,8,Loyal
13981,1,331.14,415,1,1,1,3,At-Risk
13982,9,3954.29,38,3,4,4,11,High-Value
13983,21,6753.89,29,3,4,4,11,High-Value
13984,12,1893.8,26,3,4,3,10,High-Value
13985,22,10020.86,3,4,4,4,12,High-Value
13986,1,320.46,16,4,1,1,6,One-Time
13987,2,682.54,379,1,2,2,5,At-Risk
13988,8,4757.8,19,4,4,4,12,High-Value
13989,5,2026.06,65,3,3,3,9,High-Value
13990,1,311.3,212,2,1,1,4,One-Time
13991,6,851.88,11,4,3,2,9,High-Value
13992,3,219.5,29,3,2,1,6,Other
13993,19,6775.71,42,3,4,4,11,High-Value
13994,6,2274.14,3,4,3,4,11,High-Value
13995,14,3902.01,14,4,4,4,12,High-Value
13996,2,845.76,385,1,2,2,5,At-Risk
13997,3,376.46,518,1,2,2,5,At-Risk
13998,3,566.7,446,1,2,2,5,At-Risk
13999,29,9502.26,9,4,4,4,12,High-Value
14000,5,2046.3400000000001,210,2,3,3,8,Other
14001,9,4228.85,45,3,4,4,11,High-Value
14002,2,529.73,133,2,2,2,6,Other
14003,1,209.41,732,1,1,1,3,At-Risk
14004,11,6258.45,42,3,4,4,11,High-Value
14005,5,2874.72,9,4,3,4,11,High-Value
14006,7,2196.67,115,2,4,3,9,High-Value
14007,1,79.48,512,1,1,1,3,At-Risk
14008,1,509.04,431,1,1,2,4,At-Risk
14009,3,1099.91,197,2,2,3,7,Other
14010,2,445.15,564,1,2,2,5,At-Risk
14011,2,457.82,479,1,2,2,5,At-Risk
14012,1,328.8,277,2,1,1,4,One-Time
14013,5,1084.57,109,2,3,3,8,Other
14014,3,1948.21,76,3,2,3,8,Other
14015,1,917.34,52,3,1,3,7,Other
14016,11,11303.41,161,2,4,4,10,High-Value
14017,1,229.75,570,1,1,1,3,At-Risk
14018,1,367.15000000000003,644,1,1,2,4,At-Risk
14019,3,1421.61,46,3,2,3,8,Other
14020,4,1249.01,16,4,3,3,10,High-Value
14021,7,1716.58,154,2,4,3,9,High-Value
14022,2,792.15,224,2,2,2,6,Other
14023,2,584.07,6,4,2,2,8,Other
14024,3,645.74,121,2,2,2,6,Other
14025,8,4057.9,464,1,4,4,9,High-Value
14026,2,713.11,470,1,2,2,5,At-Risk
14027,1,104.82,60,3,1,1,5,One-Time
14028,3,10396.5,549,1,2,4,7,At-Risk
14029,2,467.66,62,3,2,2,7,Other
14030,20,7521.8,17,4,4,4,12,High-Value
14031,44,39019.51,6,4,4,4,12,High-Value
14032,16,4546.41,1,4,4,4,12,High-Value
14033,1,109.44,554,1,1,1,3,At-Risk
14034,3,648.89,21,4,2,2,8,Other
14035,9,2794.75,28,3,4,4,11,High-Value
14036,1,626.65,284,2,1,2,5,Other
14037,6,836.95,175,2,3,2,7,Other
14038,5,3069.88,77,3,3,4,10,High-Value
14039,2,267.28000000000003,32,3,2,1,6,Other
14040,35,12523.81,40,3,4,4,11,High-Value
14041,1,141.41,265,2,1,1,4,One-Time
14042,1,431.98,724,1,1,2,4,At-Risk
14043,2,302.6,490,1,2,1,4,At-Risk
14044,10,3073.95,26,3,4,4,11,High-Value
14045,16,10986.63,108,2,4,4,10,High-Value
14046,1,151.59,283,2,1,1,4,One-Time
14047,14,3968.11,8,4,4,4,12,High-Value
14048,3,748.69,304,2,2,2,6,Other
14049,13,13023.4,16,4,4,4,12,High-Value
14050,2,746.36,31,3,2,2,7,Other
14051,37,21770.98,0,4,4,4,12,High-Value
14052,2,466.66,19,4,2,2,8,Other
14053,4,572.3,123,2,3,2,7,Other
14054,1,92.46000000000001,64,3,1,1,5,One-Time
14055,3,1520.96,105,2,2,3,7,Other
14056,23,8152.71,0,4,4,4,12,High-Value
14057,22,8346.66,23,4,4,4,12,High-Value
14058,2,469.19,462,1,2,2,5,At-Risk
14059,1,183.6,266,2,1,1,4,One-Time
14060,30,8898.24,4,4,4,4,12,High-Value
14061,3,917.4300000000001,506,1,2,3,6,At-Risk
14062,24,25585.65,9,4,4,4,12,High-Value
14063,7,9471.5,686,1,4,4,9,High-Value
14064,15,3260.2400000000002,28,3,4,4,11,High-Value
14065,3,891.02,388,1,2,3,6,At-Risk
14066,1,152.55,266,2,1,1,4,One-Time
14067,2,374.7,63,3,2,2,7,Other
14068,4,1516.72,319,2,3,3,8,Other
14069,2,225.81,514,1,2,1,4,At-Risk
14070,1,321.6,684,1,1,1,3,At-Risk
14071,8,1422.75,3,4,4,3,11,High-Value
14072,1,390.85,666,1,1,2,4,At-Risk
14073,1,151.04,31,3,1,1,5,One-Time
14074,1,219.4,622,1,1,1,3,At-Risk
14075,5,1724.87,4,4,3,3,10,High-Value
14076,1,118.67,128,2,1,1,4,One-Time
14077,6,615.08,40,3,3,2,8,Loyal
14078,9,1551.82,101,2,4,3,9,High-Value
14079,1,375.1,124,2,1,2,5,Other
14080,5,1115.68,32,3,3,3,9,High-Value
14081,10,4867.57,301,2,4,4,10,High-Value
14082,2,413.36,364,2,2,2,6,Other
14083,11,1082.19,3,4,4,3,11,High-Value
14084,1,150.5,511,1,1,1,3,At-Risk
14085,32,9705.67,1,4,4,4,12,High-Value
14086,1,39.95,462,1,1,1,3,At-Risk
14087,3,829.47,2,4,2,2,8,Other
14088,16,64036.8,9,4,4,4,12,High-Value
14089,1,158.75,56,3,1,1,5,One-Time
14090,1,76.32000000000001,324,2,1,1,4,One-Time
14091,2,9530.08,653,1,2,4,7,At-Risk
14092,24,7229.45,7,4,4,4,12,High-Value
14093,1,433.86,11,4,1,2,7,Other
14094,1,311.77,439,1,1,1,3,At-Risk
14095,1,2.95,722,1,1,1,3,At-Risk
14096,17,53258.43,3,4,4,4,12,High-Value
14097,2,422.86,480,1,2,2,5,At-Risk
14098,1,147.35,36,3,1,1,5,One-Time
14099,20,5750.91,15,4,4,4,12,High-Value
14100,1,191.95,137,2,1,1,4,One-Time
14101,13,9961.93,73,3,4,4,11,High-Value
14102,5,1105.88,4,4,3,3,10,High-Value
14104,5,740.53,154,2,3,2,7,Other
14105,5,5988.83,238,2,3,4,9,High-Value
14106,1,214.8,736,1,1,1,3,At-Risk
14107,11,4877.3,51,3,4,4,11,High-Value
14108,4,1044.96,30,3,3,3,9,High-Value
14109,1,144.2,72,3,1,1,5,One-Time
14110,33,12987.95,3,4,4,4,12,High-Value
14111,4,692.85,13,4,3,2,9,High-Value
14112,13,5834.59,22,4,4,4,12,High-Value
14113,16,7092.610000000001,3,4,4,4,12,High-Value
14114,7,1364.09,273,2,4,3,9,High-Value
14115,2,622.67,501,1,2,2,5,At-Risk
14116,5,1382.74,19,4,3,3,10,High-Value
14117,1,90.0,143,2,1,1,4,One-Time
14118,1,458.45,428,1,1,2,4,At-Risk
14119,2,183.37,375,2,2,1,5,Other
14121,4,2780.15,3,4,3,4,11,High-Value
14122,3,362.42,405,1,2,2,5,At-Risk
14123,1,436.18,732,1,1,2,4,At-Risk
14124,1,419.58,83,3,1,2,6,Other
14125,3,2720.63,10,4,2,4,10,High-Value
14126,4,1172.46,7,4,3,3,10,High-Value
14127,6,1900.0800000000002,122,2,3,3,8,Other
14128,3,924.21,60,3,2,3,8,Other
14129,9,2591.34,1,4,4,4,12,High-Value
14130,4,1858.77,318,2,3,3,8,Other
14131,1,168.22,648,1,1,1,3,At-Risk
14132,11,3586.03,1,4,4,4,12,High-Value
14133,4,911.14,129,2,3,3,8,Other
14134,15,11123.35,382,1,4,4,9,High-Value
14135,24,8839.67,1,4,4,4,12,High-Value
14136,5,1570.81,400,1,3,3,7,At-Risk
14137,1,332.7,695,1,1,1,3,At-Risk
14138,2,965.88,1,4,2,3,9,High-Value
14139,4,1086.8,45,3,3,3,9,High-Value
14140,2,935.05,3,4,2,3,9,High-Value
14141,4,915.13,2,4,3,3,10,High-Value
14142,2,671.34,372,2,2,2,6,Other
14143,1,115.8,133,2,1,1,4,One-Time
14144,1,30.6,485,1,1,1,3,At-Risk
14145,7,7600.05,46,3,4,4,11,High-Value
14146,12,9450.3,8,4,4,4,12,High-Value
14147,9,2590.2,77,3,4,4,11,High-Value
14148,2,466.29,233,2,2,2,6,Other
14149,1,446.62,220,2,1,2,5,Other
14150,2,658.64,35,3,2,2,7,Other
14151,2,679.45,672,1,2,2,5,At-Risk
14152,7,1997.3400000000001,74,3,4,3,10,High-Value
14153,1,233.39999999999998,482,1,1,1,3,At-Risk
14154,8,6460.7,238,2,4,4,10,High-Value
14155,1,118.75,265,2,1,1,4,One-Time
14156,144,303069.88,9,4,4,4,12,High-Value
14157,5,978.69,19,4,3,3,10,High-Value
14158,1,507.65999999999997,39,3,1,2,6,Other
14159,20,7849.58,19,4,4,4,12,High-Value
14160,7,8421.47,609,1,4,4,9,High-Value
14161,7,2996.93,215,2,4,4,10,High-Value
14162,2,289.36,173,2,2,1,5,Other
14163,5,2594.62,86,3,3,4,10,High-Value
14164,2,1631.77,70,3,2,3,8,Other
14165,1,120.44,275,2,1,1,4,One-Time
14166,2,251.15,504,1,2,1,4,At-Risk
14167,8,1274.29,38,3,4,3,10,High-Value
14168,2,370.45,420,1,2,2,5,At-Risk
14169,2,613.11,430,1,2,2,5,At-Risk
14170,3,570.1800000000001,374,2,2,2,6,Other
14171,2,498.79,97,2,2,2,6,Other
14172,3,369.02,604,1,2,2,5,At-Risk
14173,6,586.0,10,4,3,2,9,High-Value
14174,1,134.46,32,3,1,1,5,One-Time
14175,8,7678.88,59,3,4,4,11,High-Value
14176,5,756.46,296,2,3,2,7,Other
14177,13,2209.69,85,3,4,3,10,High-Value
14178,7,1580.26,8,4,4,3,11,High-Value
14179,2,701.57,40,3,2,2,7,Other
14180,33,6117.5,10,4,4,4,12,High-Value
14181,2,308.35,410,1,2,1,4,At-Risk
14182,4,678.77,443,1,3,2,6,At-Risk
14183,2,278.34,410,1,2,1,4,At-Risk
14184,1,452.89,66,3,1,2,6,Other
14185,1,197.65,330,2,1,1,4,One-Time
14186,5,1550.63,426,1,3,3,7,At-Risk
14187,1,123.5,473,1,1,1,3,At-Risk
14188,6,2054.36,30,3,3,3,9,High-Value
14189,16,5503.15,1,4,4,4,12,High-Value
14190,1,79.9,665,1,1,1,3,At-Risk
14191,15,4817.66,1,4,4,4,12,High-Value
14192,1,293.74,387,1,1,1,3,At-Risk
14193,3,1210.19,67,3,2,3,8,Other
14194,36,18670.59,4,4,4,4,12,High-Value
14195,6,2615.6,201,2,3,4,9,High-Value
14196,1,335.52,106,2,1,1,4,One-Time
14197,1,390.05,410,1,1,2,4,At-Risk
14198,9,1569.73,17,4,4,3,11,High-Value
14199,4,1091.7,217,2,3,3,8,Other
14200,1,379.2,616,1,1,2,4,At-Risk
14201,10,1193.54,59,3,4,3,10,High-Value
14202,3,847.76,380,1,2,2,5,At-Risk
14203,1,339.34,396,1,1,1,3,At-Risk
14204,4,1024.83,1,4,3,3,10,High-Value
14205,9,2414.2,16,4,4,4,12,High-Value
14206,3,1185.01,238,2,2,3,7,Other
14207,1,157.8,687,1,1,1,3,At-Risk
14208,2,567.05,94,3,2,2,7,Other
14209,15,4993.27,10,4,4,4,12,High-Value
14210,16,5556.570000000001,105,2,4,4,10,High-Value
14211,18,4402.29,52,3,4,4,11,High-Value
14212,2,2190.14,89,3,2,3,8,Other
14213,1,1192.2,404,1,1,3,5,At-Risk
14214,5,1004.38,30,3,3,3,9,High-Value
14215,9,3250.33,11,4,4,4,12,High-Value
14216,5,2150.04,2,4,3,3,10,High-Value
14217,23,3298.59,1,4,4,4,12,High-Value
14218,1,169.48000000000002,42,3,1,1,5,One-Time
14219,3,633.83,3,4,2,2,8,Other
14220,4,1515.0,246,2,3,3,8,Other
14221,17,6517.49,41,3,4,4,11,High-Value
14222,1,683.17,176,2,1,2,5,Other
14223,3,991.13,91,3,2,3,8,Other
14224,9,1841.71,109,2,4,3,9,High-Value
14225,4,2031.07,434,1,3,3,7,At-Risk
14226,6,2985.13,28,3,3,4,10,High-Value
14227,15,6366.16,25,3,4,4,11,High-Value
14228,3,745.5,437,1,2,2,5,At-Risk
14229,7,2594.04,51,3,4,4,11,High-Value
14230,3,979.8000000000001,435,1,2,3,6,At-Risk
14231,4,1235.6200000000001,183,2,3,3,8,Other
14232,5,2048.07,42,3,3,3,9,High-Value
14233,7,2904.27,48,3,4,4,11,High-Value
14234,4,754.12,21,4,3,2,9,High-Value
14235,9,4717.99,74,3,4,4,11,High-Value
14236,5,1555.34,80,3,3,3,9,High-Value
14237,2,471.14,372,2,2,2,6,Other
14238,3,434.23,325,2,2,2,6,Other
14239,21,4263.17,42,3,4,4,11,High-Value
14240,3,1247.49,29,3,2,3,8,Other
14241,2,333.70000000000005,183,2,2,1,5,Other
14242,2,280.55,234,2,2,1,5,Other
14243,17,7217.75,8,4,4,4,12,High-Value
14244,1,366.42,660,1,1,2,4,At-Risk
14245,2,1693.45,219,2,2,3,7,Other
14246,3,1474.06,110,2,2,3,7,Other
14247,5,753.56,277,2,3,2,7,Other
14248,3,1032.95,317,2,2,3,7,Other
14249,12,5400.461,410,1,4,4,9,High-Value
14250,3,1904.05,6,4,2,3,9,High-Value
14251,5,2879.7000000000003,1,4,3,4,11,High-Value
14252,1,350.99,380,1,1,2,4,At-Risk
14253,2,363.40000000000003,492,1,2,2,5,At-Risk
14254,1,601.03,432,1,1,2,4,At-Risk
14256,5,2460.79,259,2,3,4,9,High-Value
14257,9,5954.45,63,3,4,4,11,High-Value
14258,25,32051.34,8,4,4,4,12,High-Value
14259,1,120.0,141,2,1,1,4,One-Time
14260,3,824.28,470,1,2,2,5,At-Risk
14261,2,1163.45,50,3,2,3,8,Other
14262,8,2618.23,7,4,4,4,12,High-Value
14263,1,322.93,422,1,1,1,3,At-Risk
14264,6,1517.3600000000001,154,2,3,3,8,Other
14265,4,1373.35,108,2,3,3,8,Other
14266,1,40.56,427,1,1,1,3,At-Risk
14267,3,1516.24,162,2,2,3,7,Other
14268,1,354.85,470,1,1,2,4,At-Risk
14269,1,295.73,438,1,1,1,3,At-Risk
14270,1,492.65000000000003,331,2,1,2,5,Other
14271,2,214.18,225,2,2,1,5,Other
14272,4,920.8100000000001,73,3,3,3,9,High-Value
14273,4,559.97,50,3,3,2,8,Loyal
14274,1,256.6,685,1,1,1,3,At-Risk
14275,6,1189.3799999999999,395,1,3,3,7,At-Risk
14276,7,2102.68,98,2,4,3,9,High-Value
14277,8,16789.16,14,4,4,4,12,High-Value
14278,1,205.82999999999998,409,1,1,1,3,At-Risk
14279,2,191.86,520,1,2,1,4,At-Risk
14280,1,134.04,196,2,1,1,4,One-Time
14281,1,245.15,407,1,1,1,3,At-Risk
14282,25,7250.76,2,4,4,4,12,High-Value
14283,4,628.44,462,1,3,2,6,At-Risk
14284,3,1299.65,30,3,2,3,8,Other
14285,8,3284.42,20,4,4,4,12,High-Value
14286,7,8479.76,23,4,4,4,12,High-Value
14287,3,176.63,7,4,2,1,7,Other
14288,1,426.6,212,2,1,2,5,Other
14289,6,911.26,8,4,3,3,10,High-Value
14290,8,4516.56,10,4,4,4,12,High-Value
14291,23,7904.1,1,4,4,4,12,High-Value
14292,16,9226.25,7,4,4,4,12,High-Value
14293,9,2903.01,2,4,4,4,12,High-Value
14294,1,375.34000000000003,406,1,1,2,4,At-Risk
14295,4,2352.9100000000003,39,3,3,4,10,High-Value
14296,2,456.4,420,1,2,2,5,At-Risk
14297,4,1305.33,17,4,3,3,10,High-Value
14298,82,91194.49,7,4,4,4,12,High-Value
14299,27,14070.25,7,4,4,4,12,High-Value
14300,1,43.2,18,4,1,1,6,One-Time
14301,4,1992.18,116,2,3,3,8,Other
14302,3,742.9000000000001,430,1,2,2,5,At-Risk
14303,2,277.94,406,1,2,1,4,At-Risk
14304,3,1725.01,222,2,2,3,7,Other
14305,3,1858.96,70,3,2,3,8,Other
14306,6,3151.4,50,3,3,4,10,High-Value
14307,10,4287.92,88,3,4,4,11,High-Value
14309,11,3780.81,7,4,4,4,12,High-Value
14310,1,492.1,432,1,1,2,4,At-Risk
14311,2,516.45,242,2,2,2,6,Other
14312,11,3090.29,46,3,4,4,11,High-Value
14314,2,229.79999999999998,106,2,2,1,5,Other
14315,8,3197.82,44,3,4,4,11,High-Value
14316,5,1370.34,421,1,3,3,7,At-Risk
14317,1,508.58000000000004,64,3,1,2,6,Other
14318,1,158.02,459,1,1,1,3,At-Risk
14319,1,494.85,423,1,1,2,4,At-Risk
14320,5,1346.75,206,2,3,3,8,Other
14321,7,2218.06,10,4,4,3,11,High-Value
14322,4,474.1,428,1,3,2,6,At-Risk
14323,2,605.0600000000001,114,2,2,2,6,Other
14324,2,701.61,409,1,2,2,5,At-Risk
14325,1,245.48,569,1,1,1,3,At-Risk
14326,3,940.98,241,2,2,3,7,Other
14327,6,1894.93,162,2,3,3,8,Other
14329,15,9887.62,16,4,4,4,12,High-Value
14330,1,200.63,623,1,1,1,3,At-Risk
14331,2,462.65999999999997,123,2,2,2,6,Other
14332,5,1917.41,22,4,3,3,10,High-Value
14333,1,415.2,67,3,1,2,6,Other
14334,12,4318.4800000000005,16,4,4,4,12,High-Value
14335,2,454.86,15,4,2,2,8,Other
14336,4,1614.91,16,4,3,3,10,High-Value
14338,3,928.1,160,2,2,3,7,Other
14339,2,620.27,242,2,2,2,6,Other
14340,1,134.7,218,2,1,1,4,One-Time
14341,18,4452.02,44,3,4,4,11,High-Value
14342,6,918.44,20,4,3,3,10,High-Value
14343,4,1079.66,420,1,3,3,7,At-Risk
14344,20,2993.05,126,2,4,4,10,High-Value
14345,1,108.98,38,3,1,1,5,One-Time
14346,5,2315.75,120,2,3,4,9,High-Value
14347,1,82.6,736,1,1,1,3,At-Risk
14348,1,409.57,259,2,1,2,5,Other
14349,1,133.5,9,4,1,1,6,One-Time
14350,3,972.03,273,2,2,3,7,Other
14351,1,51.0,164,2,1,1,4,One-Time
14352,4,1078.96,156,2,3,3,8,Other
14353,3,376.5,214,2,2,2,6,Other
14354,2,163.62,5,4,2,1,7,Other
14355,3,840.0500000000001,365,2,2,2,6,Other
14356,2,701.23,79,3,2,2,7,Other
14357,1,225.12,42,3,1,1,5,One-Time
14358,2,400.06,388,1,2,2,5,At-Risk
14359,3,912.1800000000001,18,4,2,3,9,High-Value
14360,4,2118.03,31,3,3,3,9,High-Value
14361,1,214.71,578,1,1,1,3,At-Risk
14362,1,151.5,21,4,1,1,6,One-Time
14363,2,227.47000000000003,401,1,2,1,4,At-Risk
14364,8,3717.35,108,2,4,4,10,High-Value
14365,2,634.68,394,1,2,2,5,At-Risk
14366,1,136.0,524,1,1,1,3,At-Risk
14367,16,9227.82,7,4,4,4,12,High-Value
14368,1,155.0,319,2,1,1,4,One-Time
14369,2,469.13,641,1,2,2,5,At-Risk
14370,6,1175.78,450,1,3,3,7,At-Risk
14371,1,100.5,294,2,1,1,4,One-Time
14372,2,860.08,442,1,2,3,6,At-Risk
14373,1,76.55,357,2,1,1,4,One-Time
14374,1,108.0,540,1,1,1,3,At-Risk
14375,3,1106.82,184,2,2,3,7,Other
14376,1,215.46,682,1,1,1,3,At-Risk
14377,2,617.05,190,2,2,2,6,Other
14378,1,131.25,621,1,1,1,3,At-Risk
14379,4,1265.16,43,3,3,3,9,High-Value
14381,2,625.94,51,3,2,2,7,Other
14382,2,1193.6299999999999,25,3,2,3,8,Other
14383,3,1247.69,37,3,2,3,8,Other
14384,1,58.5,500,1,1,1,3,At-Risk
14385,3,202.11,8,4,2,1,7,Other
14386,1,142.4,296,2,1,1,4,One-Time
14387,3,1727.6000000000001,32,3,2,3,8,Other
14388,16,6388.2,9,4,4,4,12,High-Value
14389,5,1898.01,64,3,3,3,9,High-Value
14390,13,6150.03,9,4,4,4,12,High-Value
14391,1,135.6,576,1,1,1,3,At-Risk
14392,1,266.40000000000003,431,1,1,1,3,At-Risk
14393,1,67.95,217,2,1,1,4,One-Time
14394,1,93.8,564,1,1,1,3,At-Risk
14395,20,7801.93,1,4,4,4,12,High-Value
14396,7,1969.38,64,3,4,3,10,High-Value
14397,19,2612.96,2,4,4,4,12,High-Value
14398,2,707.7900000000001,400,1,2,2,5,At-Risk
14399,8,2108.21,393,1,4,3,8,At-Risk
14400,3,1732.47,148,2,2,3,7,Other
14401,22,6795.9,3,4,4,4,12,High-Value
14402,1,285.6,651,1,1,1,3,At-Risk
14403,6,1880.51,129,2,3,3,8,Other
14404,13,2724.13,33,3,4,4,11,High-Value
14405,1,195.0,386,1,1,1,3,At-Risk
14406,1,156.75,118,2,1,1,4,One-Time
14407,5,2142.73,106,2,3,3,8,Other
14408,11,4102.27,10,4,4,4,12,High-Value
14409,9,3427.29,70,3,4,4,11,High-Value
14410,11,2630.9,91,3,4,4,11,High-Value
14411,1,1063.0,310,2,1,3,6,Other
14412,3,1426.19,42,3,2,3,8,Other
14413,3,421.72,361,2,2,2,6,Other
14414,8,2399.33,91,3,4,4,11,High-Value
14415,23,11980.09,0,4,4,4,12,High-Value
14416,2,490.22,21,4,2,2,8,Other
14417,1,524.65,387,1,1,2,4,At-Risk
14418,3,1937.25,3,4,2,3,9,High-Value
14419,7,1254.64,10,4,4,3,11,High-Value
14420,4,1639.17,98,2,3,3,8,Other
14421,6,2469.37,56,3,3,4,10,High-Value
14422,19,10271.52,0,4,4,4,12,High-Value
14423,3,916.61,217,2,2,3,7,Other
14424,1,322.08,17,4,1,1,6,One-Time
14425,3,661.39,434,1,2,2,5,At-Risk
14426,17,11727.94,23,4,4,4,12,High-Value
14427,4,1263.52,49,3,3,3,9,High-Value
14428,5,1224.06,6,4,3,3,10,High-Value
14429,1,516.28,403,1,1,2,4,At-Risk
14430,3,1220.9,511,1,2,3,6,At-Risk
14431,4,2614.2,302,2,3,4,9,High-Value
14432,6,2248.5,9,4,3,4,11,High-Value
14433,1,280.7,465,1,1,1,3,At-Risk
14434,6,1372.8,21,4,3,3,10,High-Value
14435,1,90.41999999999999,501,1,1,1,3,At-Risk
14436,2,271.7,98,2,2,1,5,Other
