customer_id,total_invoices,total_revenue,customer_type
13842,18,5319.34,Repeat Customer
13843,1,319.75,Single Purchase
13844,1,361.62,Single Purchase
13845,1,312.98,Single Purchase
13846,4,1307.79,Repeat Customer
13847,1,310.72,Single Purchase
13848,8,3015.0,Repeat Customer
13849,5,3469.3,Repeat Customer
13850,1,1595.48,Single Purchase
13851,8,4606.46,Repeat Customer
13852,1,187.35000000000002,Single Purchase
13853,1,1090.1399999999999,Single Purchase
13854,39,11944.56,Repeat Customer
13855,4,1310.3400000000001,Repeat Customer
13856,11,1142.03,Repeat Customer
13857,6,1000.91,Repeat Customer
13858,1,216.17000000000002,Single Purchase
13859,2,515.86,Repeat Customer
13860,5,1245.9,Repeat Customer
13861,2,273.26,Repeat Customer
13862,9,2556.09,Repeat Customer
13863,4,1239.55,Repeat Customer
13864,1,662.4000000000001,Single Purchase
13865,4,501.56,Repeat Customer
13866,1,145.67000000000002,Single Purchase
13867,3,1005.09,Repeat Customer
13868,2,3192.54,Repeat Customer
13869,10,7996.87,Repeat Customer
13870,15,5712.08,Repeat Customer
13871,17,7885.85,Repeat Customer
13872,3,919.57,Repeat Customer
13873,8,1038.92,Repeat Customer
13874,7,2049.15,Repeat Customer
13875,14,4814.37,Repeat Customer
13876,1,122.7,Single Purchase
13877,3,449.68,Repeat Customer
13878,4,2416.9,Repeat Customer
13879,1,395.5,Single Purchase
13880,17,4293.86,Repeat Customer
13881,43,45179.1,Repeat Customer
13882,5,1191.13,Repeat Customer
13883,14,6535.37,Repeat Customer
13884,10,1825.03,Repeat Customer
13885,2,506.8,Repeat Customer
13886,1,243.56,Single Purchase
13887,1,349.55,Single Purchase
13888,7,2001.5900000000001,Repeat Customer
13889,6,1991.23,Repeat Customer
13890,14,2927.38,Repeat Customer
13891,3,859.21,Repeat Customer
13892,6,1267.65,Repeat Customer
13893,1,821.1,Single Purchase
13894,3,564.62,Repeat Customer
13895,6,4008.52,Repeat Customer
13896,1,388.55,Single Purchase
13897,3,1160.72,Repeat Customer
13898,2,686.4,Repeat Customer
13899,2,388.52,Repeat Customer
13900,6,1610.5900000000001,Repeat Customer
13901,15,5676.34,Repeat Customer
13902,5,34023.26,Repeat Customer
13903,1,165.45000000000002,Single Purchase
13904,2,332.64,Repeat Customer
13905,1,312.65,Single Purchase
13906,1,42.0,Single Purchase
13907,1,136.8,Single Purchase
13908,4,2319.55,Repeat Customer
13909,2,282.85,Repeat Customer
13911,20,4234.99,Repeat Customer
13912,1,124.95,Single Purchase
13913,1,42.22,Single Purchase
13914,2,626.45,Repeat Customer
13915,1,70.80000000000001,Single Purchase
13916,4,1275.81,Repeat Customer
13917,2,272.04,Repeat Customer
13918,2,1212.8400000000001,Repeat Customer
13919,4,1252.68,Repeat Customer
13920,4,1774.68,Repeat Customer
13921,4,730.7,Repeat Customer
13922,3,865.2,Repeat Customer
13923,1,351.13,Single Purchase
13924,6,1838.8500000000001,Repeat Customer
13925,4,678.25,Repeat Customer
13926,1,223.85000000000002,Single Purchase
13927,2,708.26,Repeat Customer
13928,4,464.57,Repeat Customer
13929,11,3494.1,Repeat Customer
13930,2,337.34,Repeat Customer
13931,11,5257.38,Repeat Customer
13932,1,307.40000000000003,Single Purchase
13933,2,608.79,Repeat Customer
13934,1,922.1,Single Purchase
13935,3,6116.92,Repeat Customer
13936,3,939.6600000000001,Repeat Customer
13937,2,880.13,Repeat Customer
13938,1,71.66,Single Purchase
13939,7,1560.96,Repeat Customer
13940,4,839.14,Repeat Customer
13941,15,10027.18,Repeat Customer
13942,1,320.0,Single Purchase
13943,1,246.54000000000002,Single Purchase
13944,1,200.43,Single Purchase
13945,2,854.1500000000001,Repeat Customer
13946,6,1876.23,Repeat Customer
13947,1,90.60000000000001,Single Purchase
13948,4,548.76,Repeat Customer
13949,6,2427.32,Repeat Customer
13950,4,745.0600000000001,Repeat Customer
13951,3,674.45,Repeat Customer
13952,14,12823.521,Repeat Customer
13953,12,6640.68,Repeat Customer
13954,2,439.92,Repeat Customer
13955,3,544.07,Repeat Customer
13956,5,1019.27,Repeat Customer
13957,3,458.25,Repeat Customer
13958,8,4709.2300000000005,Repeat Customer
13959,6,1064.77,Repeat Customer
13960,2,230.22000000000003,Repeat Customer
13961,1,538.4,Single Purchase
13962,3,362.8,Repeat Customer
13963,17,2860.57,Repeat Customer
13964,2,438.9,Repeat Customer
13965,3,996.61,Repeat Customer
13966,1,384.26,Single Purchase
13967,2,166.3,Repeat Customer
13968,1,123.66,Single Purchase
13969,35,12973.460000000001,Repeat Customer
13970,2,846.55,Repeat Customer
13971,14,4667.57,Repeat Customer
13972,2,190.25,Repeat Customer
13973,1,264.7,Single Purchase
13974,2,677.72,Repeat Customer
13975,12,5256.4,Repeat Customer
13976,4,1192.3600000000001,Repeat Customer
13977,1,519.8100000000001,Single Purchase
13978,2,196.79,Repeat Customer
13979,7,3373.63,Repeat Customer
13980,5,768.82,Repeat Customer
13981,1,331.14,Single Purchase
13982,9,3954.29,Repeat Customer
13983,21,6753.89,Repeat Customer
13984,12,1893.8,Repeat Customer
13985,22,10020.86,Repeat Customer
13986,1,320.46,Single Purchase
13987,2,682.54,Repeat Customer
13988,8,4757.8,Repeat Customer
13989,5,2026.06,Repeat Customer
13990,1,311.3,Single Purchase
13991,6,851.88,Repeat Customer
13992,3,219.5,Repeat Customer
13993,19,6775.71,Repeat Customer
13994,6,2274.14,Repeat Customer
13995,14,3902.01,Repeat Customer
13996,2,845.76,Repeat Customer
13997,3,376.46,Repeat Customer
13998,3,566.7,Repeat Customer
13999,29,9502.26,Repeat Customer
14000,5,2046.3400000000001,Repeat Customer
14001,9,4228.85,Repeat Customer
14002,2,529.73,Repeat Customer
14003,1,209.41,Single Purchase
14004,11,6258.45,Repeat Customer
14005,5,2874.72,Repeat Customer
14006,7,2196.67,Repeat Customer
14007,1,79.48,Single Purchase
14008,1,509.04,Single Purchase
14009,3,1099.91,Repeat Customer
14010,2,445.15,Repeat Customer
14011,2,457.82,Repeat Customer
14012,1,328.8,Single Purchase
14013,5,1084.57,Repeat Customer
14014,3,1948.21,Repeat Customer
14015,1,917.34,Single Purchase
14016,11,11303.41,Repeat Customer
14017,1,229.75,Single Purchase
14018,1,367.15000000000003,Single Purchase
14019,3,1421.61,Repeat Customer
14020,4,1249.01,Repeat Customer
14021,7,1716.58,Repeat Customer
14022,2,792.15,Repeat Customer
14023,2,584.07,Repeat Customer
14024,3,645.74,Repeat Customer
14025,8,4057.9,Repeat Customer
14026,2,713.11,Repeat Customer
14027,1,104.82,Single Purchase
14028,3,10396.5,Repeat Customer
14029,2,467.66,Repeat Customer
14030,20,7521.8,Repeat Customer
14031,44,39019.51,Repeat Customer
14032,16,4546.41,Repeat Customer
14033,1,109.44,Single Purchase
14034,3,648.89,Repeat Customer
14035,9,2794.75,Repeat Customer
14036,1,626.65,Single Purchase
14037,6,836.95,Repeat Customer
14038,5,3069.88,Repeat Customer
14039,2,267.28000000000003,Repeat Customer
14040,35,12523.81,Repeat Customer
14041,1,141.41,Single Purchase
14042,1,431.98,Single Purchase
14043,2,302.6,Repeat Customer
14044,10,3073.95,Repeat Customer
14045,16,10986.63,Repeat Customer
14046,1,151.59,Single Purchase
14047,14,3968.11,Repeat Customer
14048,3,748.69,Repeat Customer
14049,13,13023.4,Repeat Customer
14050,2,746.36,Repeat Customer
14051,37,21770.98,Repeat Customer
14052,2,466.66,Repeat Customer
14053,4,572.3,Repeat Customer
14054,1,92.46000000000001,Single Purchase
14055,3,1520.96,Repeat Customer
14056,23,8152.71,Repeat Customer
14057,22,8346.66,Repeat Customer
14058,2,469.19,Repeat Customer
14059,1,183.6,Single Purchase
14060,30,8898.24,Repeat Customer
14061,3,917.4300000000001,Repeat Customer
14062,24,25585.65,Repeat Customer
14063,7,9471.5,Repeat Customer
14064,15,3260.2400000000002,Repeat Customer
14065,3,891.02,Repeat Customer
14066,1,152.55,Single Purchase
14067,2,374.7,Repeat Customer
14068,4,1516.72,Repeat Customer
14069,2,225.81,Repeat Customer
14070,1,321.6,Single Purchase
14071,8,1422.75,Repeat Customer
14072,1,390.85,Single Purchase
14073,1,151.04,Single Purchase
14074,1,219.4,Single Purchase
14075,5,1724.87,Repeat Customer
14076,1,118.67,Single Purchase
14077,6,615.08,Repeat Customer
14078,9,1551.82,Repeat Customer
14079,1,375.1,Single Purchase
14080,5,1115.68,Repeat Customer
14081,10,4867.57,Repeat Customer
14082,2,413.36,Repeat Customer
14083,11,1082.19,Repeat Customer
14084,1,150.5,Single Purchase
14085,32,9705.67,Repeat Customer
14086,1,39.95,Single Purchase
14087,3,829.47,Repeat Customer
14088,16,64036.8,Repeat Customer
14089,1,158.75,Single Purchase
14090,1,76.32000000000001,Single Purchase
14091,2,9530.08,Repeat Customer
14092,24,7229.45,Repeat Customer
14093,1,433.86,Single Purchase
14094,1,311.77,Single Purchase
14095,1,2.95,Single Purchase
14096,17,53258.43,Repeat Customer
14097,2,422.86,Repeat Customer
14098,1,147.35,Single Purchase
14099,20,5750.91,Repeat Customer
14100,1,191.95,Single Purchase
14101,13,9961.93,Repeat Customer
14102,5,1105.88,Repeat Customer
14104,5,740.53,Repeat Customer
14105,5,5988.83,Repeat Customer
14106,1,214.8,Single Purchase
14107,11,4877.3,Repeat Customer
14108,4,1044.96,Repeat Customer
14109,1,144.2,Single Purchase
14110,33,12987.95,Repeat Customer
14111,4,692.85,Repeat Customer
14112,13,5834.59,Repeat Customer
14113,16,7092.610000000001,Repeat Customer
14114,7,1364.09,Repeat Customer
14115,2,622.67,Repeat Customer
14116,5,1382.74,Repeat Customer
14117,1,90.0,Single Purchase
14118,1,458.45,Single Purchase
14119,2,183.37,Repeat Customer
14121,4,2780.15,Repeat Customer
14122,3,362.42,Repeat Customer
14123,1,436.18,Single Purchase
14124,1,419.58,Single Purchase
14125,3,2720.63,Repeat Customer
14126,4,1172.46,Repeat Customer
14127,6,1900.0800000000002,Repeat Customer
14128,3,924.21,Repeat Customer
14129,9,2591.34,Repeat Customer
14130,4,1858.77,Repeat Customer
14131,1,168.22,Single Purchase
14132,11,3586.03,Repeat Customer
14133,4,911.14,Repeat Customer
14134,15,11123.35,Repeat Customer
14135,24,8839.67,Repeat Customer
14136,5,1570.81,Repeat Customer
14137,1,332.7,Single Purchase
14138,2,965.88,Repeat Customer
14139,4,1086.8,Repeat Customer
14140,2,935.05,Repeat Customer
14141,4,915.13,Repeat Customer
14142,2,671.34,Repeat Customer
14143,1,115.8,Single Purchase
14144,1,30.6,Single Purchase
14145,7,7600.05,Repeat Customer
14146,12,9450.3,Repeat Customer
14147,9,2590.2,Repeat Customer
14148,2,466.29,Repeat Customer
14149,1,446.62,Single Purchase
14150,2,658.64,Repeat Customer
14151,2,679.45,Repeat Customer
14152,7,1997.3400000000001,Repeat Customer
14153,1,233.39999999999998,Single Purchase
14154,8,6460.7,Repeat Customer
14155,1,118.75,Single Purchase
14156,144,303069.88,Repeat Customer
14157,5,978.69,Repeat Customer
14158,1,507.65999999999997,Single Purchase
14159,20,7849.58,Repeat Customer
14160,7,8421.47,Repeat Customer
14161,7,2996.93,Repeat Customer
14162,2,289.36,Repeat Customer
14163,5,2594.62,Repeat Customer
14164,2,1631.77,Repeat Customer
14165,1,120.44,Single Purchase
14166,2,251.15,Repeat Customer
14167,8,1274.29,Repeat Customer
14168,2,370.45,Repeat Customer
14169,2,613.11,Repeat Customer
14170,3,570.1800000000001,Repeat Customer
14171,2,498.79,Repeat Customer
14172,3,369.02,Repeat Customer
14173,6,586.0,Repeat Customer
14174,1,134.46,Single Purchase
14175,8,7678.88,Repeat Customer
14176,5,756.46,Repeat Customer
14177,13,2209.69,Repeat Customer
14178,7,1580.26,Repeat Customer
14179,2,701.57,Repeat Customer
14180,33,6117.5,Repeat Customer
14181,2,308.35,Repeat Customer
14182,4,678.77,Repeat Customer
14183,2,278.34,Repeat Customer
14184,1,452.89,Single Purchase
14185,1,197.65,Single Purchase
14186,5,1550.63,Repeat Customer
14187,1,123.5,Single Purchase
14188,6,2054.36,Repeat Customer
14189,16,5503.15,Repeat Customer
14190,1,79.9,Single Purchase
14191,15,4817.66,Repeat Customer
14192,1,293.74,Single Purchase
14193,3,1210.19,Repeat Customer
14194,36,18670.59,Repeat Customer
14195,6,2615.6,Repeat Customer
14196,1,335.52,Single Purchase
14197,1,390.05,Single Purchase
14198,9,1569.73,Repeat Customer
14199,4,1091.7,Repeat Customer
14200,1,379.2,Single Purchase
14201,10,1193.54,Repeat Customer
14202,3,847.76,Repeat Customer
14203,1,339.34,Single Purchase
14204,4,1024.83,Repeat Customer
14205,9,2414.2,Repeat Customer
14206,3,1185.01,Repeat Customer
14207,1,157.8,Single Purchase
14208,2,567.05,Repeat Customer
14209,15,4993.27,Repeat Customer
14210,16,5556.570000000001,Repeat Customer
14211,18,4402.29,Repeat Customer
14212,2,2190.14,Repeat Customer
14213,1,1192.2,Single Purchase
14214,5,1004.38,Repeat Customer
14215,9,3250.33,Repeat Customer
14216,5,2150.04,Repeat Customer
14217,23,3298.59,Repeat Customer
14218,1,169.48000000000002,Single Purchase
14219,3,633.83,Repeat Customer
14220,4,1515.0,Repeat Customer
14221,17,6517.49,Repeat Customer
14222,1,683.17,Single Purchase
14223,3,991.13,Repeat Customer
14224,9,1841.71,Repeat Customer
14225,4,2031.07,Repeat Customer
14226,6,2985.13,Repeat Customer
14227,15,6366.16,Repeat Customer
14228,3,745.5,Repeat Customer
14229,7,2594.04,Repeat Customer
14230,3,979.8000000000001,Repeat Customer
14231,4,1235.6200000000001,Repeat Customer
14232,5,2048.07,Repeat Customer
14233,7,2904.27,Repeat Customer
14234,4,754.12,Repeat Customer
14235,9,4717.99,Repeat Customer
14236,5,1555.34,Repeat Customer
14237,2,471.14,Repeat Customer
14238,3,434.23,Repeat Customer
14239,21,4263.17,Repeat Customer
14240,3,1247.49,Repeat Customer
14241,2,333.70000000000005,Repeat Customer
14242,2,280.55,Repeat Customer
14243,17,7217.75,Repeat Customer
14244,1,366.42,Single Purchase
14245,2,1693.45,Repeat Customer
14246,3,1474.06,Repeat Customer
14247,5,753.56,Repeat Customer
14248,3,1032.95,Repeat Customer
14249,12,5400.461,Repeat Customer
14250,3,1904.05,Repeat Customer
14251,5,2879.7000000000003,Repeat Customer
14252,1,350.99,Single Purchase
14253,2,363.40000000000003,Repeat Customer
14254,1,601.03,Single Purchase
14256,5,2460.79,Repeat Customer
14257,9,5954.45,Repeat Customer
14258,25,32051.34,Repeat Customer
14259,1,120.0,Single Purchase
14260,3,824.28,Repeat Customer
14261,2,1163.45,Repeat Customer
14262,8,2618.23,Repeat Customer
14263,1,322.93,Single Purchase
14264,6,1517.3600000000001,Repeat Customer
14265,4,1373.35,Repeat Customer
14266,1,40.56,Single Purchase
14267,3,1516.24,Repeat Customer
14268,1,354.85,Single Purchase
14269,1,295.73,Single Purchase
14270,1,492.65000000000003,Single Purchase
14271,2,214.18,Repeat Customer
14272,4,920.8100000000001,Repeat Customer
14273,4,559.97,Repeat Customer
14274,1,256.6,Single Purchase
14275,6,1189.3799999999999,Repeat Customer
14276,7,2102.68,Repeat Customer
14277,8,16789.16,Repeat Customer
14278,1,205.82999999999998,Single Purchase
14279,2,191.86,Repeat Customer
14280,1,134.04,Single Purchase
14281,1,245.15,Single Purchase
14282,25,7250.76,Repeat Customer
14283,4,628.44,Repeat Customer
14284,3,1299.65,Repeat Customer
14285,8,3284.42,Repeat Customer
14286,7,8479.76,Repeat Customer
14287,3,176.63,Repeat Customer
14288,1,426.6,Single Purchase
14289,6,911.26,Repeat Customer
14290,8,4516.56,Repeat Customer
14291,23,7904.1,Repeat Customer
14292,16,9226.25,Repeat Customer
14293,9,2903.01,Repeat Customer
14294,1,375.34000000000003,Single Purchase
14295,4,2352.9100000000003,Repeat Customer
14296,2,456.4,Repeat Customer
14297,4,1305.33,Repeat Customer
14298,82,91194.49,Repeat Customer
14299,27,14070.25,Repeat Customer
14300,1,43.2,Single Purchase
14301,4,1992.18,Repeat Customer
14302,3,742.9000000000001,Repeat Customer
14303,2,277.94,Repeat Customer
14304,3,1725.01,Repeat Customer
14305,3,1858.96,Repeat Customer
14306,6,3151.4,Repeat Customer
14307,10,4287.92,Repeat Customer
14309,11,3780.81,Repeat Customer
14310,1,492.1,Single Purchase
14311,2,516.45,Repeat Customer
14312,11,3090.29,Repeat Customer
14314,2,229.79999999999998,Repeat Customer
14315,8,3197.82,Repeat Customer
14316,5,1370.34,Repeat Customer
14317,1,508.58000000000004,Single Purchase
14318,1,158.02,Single Purchase
14319,1,494.85,Single Purchase
14320,5,1346.75,Repeat Customer
14321,7,2218.06,Repeat Customer
14322,4,474.1,Repeat Customer
14323,2,605.0600000000001,Repeat Customer
14324,2,701.61,Repeat Customer
14325,1,245.48,Single Purchase
14326,3,940.98,Repeat Customer
14327,6,1894.93,Repeat Customer
14329,15,9887.62,Repeat Customer
14330,1,200.63,Single Purchase
14331,2,462.65999999999997,Repeat Customer
14332,5,1917.41,Repeat Customer
14333,1,415.2,Single Purchase
14334,12,4318.4800000000005,Repeat Customer
14335,2,454.86,Repeat Customer
14336,4,1614.91,Repeat Customer
14338,3,928.1,Repeat Customer
14339,2,620.27,Repeat Customer
14340,1,134.7,Single Purchase
14341,18,4452.02,Repeat Customer
14342,6,918.44,Repeat Customer
14343,4,1079.66,Repeat Customer
14344,20,2993.05,Repeat Customer
14345,1,108.98,Single Purchase
14346,5,2315.75,Repeat Customer
14347,1,82.6,Single Purchase
14348,1,409.57,Single Purchase
14349,1,133.5,Single Purchase
14350,3,972.03,Repeat Customer
14351,1,51.0,Single Purchase
14352,4,1078.96,Repeat Customer
14353,3,376.5,Repeat Customer
14354,2,163.62,Repeat Customer
14355,3,840.0500000000001,Repeat Customer
14356,2,701.23,Repeat Customer
14357,1,225.12,Single Purchase
14358,2,400.06,Repeat Customer
14359,3,912.1800000000001,Repeat Customer
14360,4,2118.03,Repeat Customer
14361,1,214.71,Single Purchase
14362,1,151.5,Single Purchase
14363,2,227.47000000000003,Repeat Customer
14364,8,3717.35,Repeat Customer
14365,2,634.68,Repeat Customer
14366,1,136.0,Single Purchase
14367,16,9227.82,Repeat Customer
14368,1,155.0,Single Purchase
14369,2,469.13,Repeat Customer
14370,6,1175.78,Repeat Customer
14371,1,100.5,Single Purchase
14372,2,860.08,Repeat Customer
14373,1,76.55,Single Purchase
14374,1,108.0,Single Purchase
14375,3,1106.82,Repeat Customer
14376,1,215.46,Single Purchase
14377,2,617.05,Repeat Customer
14378,1,131.25,Single Purchase
14379,4,1265.16,Repeat Customer
14381,2,625.94,Repeat Customer
14382,2,1193.6299999999999,Repeat Customer
14383,3,1247.69,Repeat Customer
14384,1,58.5,Single Purchase
14385,3,202.11,Repeat Customer
14386,1,142.4,Single Purchase
14387,3,1727.6000000000001,Repeat Customer
14388,16,6388.2,Repeat Customer
14389,5,1898.01,Repeat Customer
14390,13,6150.03,Repeat Customer
14391,1,135.6,Single Purchase
14392,1,266.40000000000003,Single Purchase
14393,1,67.95,Single Purchase
14394,1,93.8,Single Purchase
14395,20,7801.93,Repeat Customer
14396,7,1969.38,Repeat Customer
14397,19,2612.96,Repeat Customer
14398,2,707.7900000000001,Repeat Customer
14399,8,2108.21,Repeat Customer
14400,3,1732.47,Repeat Customer
14401,22,6795.9,Repeat Customer
14402,1,285.6,Single Purchase
14403,6,1880.51,Repeat Customer
14404,13,2724.13,Repeat Customer
14405,1,195.0,Single Purchase
14406,1,156.75,Single Purchase
14407,5,2142.73,Repeat Customer
14408,11,4102.27,Repeat Customer
14409,9,3427.29,Repeat Customer
14410,11,2630.9,Repeat Customer
14411,1,1063.0,Single Purchase
14412,3,1426.19,Repeat Customer
14413,3,421.72,Repeat Customer
14414,8,2399.33,Repeat Customer
14415,23,11980.09,Repeat Customer
14416,2,490.22,Repeat Customer
14417,1,524.65,Single Purchase
14418,3,1937.25,Repeat Customer
14419,7,1254.64,Repeat Customer
14420,4,1639.17,Repeat Customer
14421,6,2469.37,Repeat Customer
14422,19,10271.52,Repeat Customer
14423,3,916.61,Repeat Customer
14424,1,322.08,Single Purchase
14425,3,661.39,Repeat Customer
14426,17,11727.94,Repeat Customer
14427,4,1263.52,Repeat Customer
14428,5,1224.06,Repeat Customer
14429,1,516.28,Single Purchase
14430,3,1220.9,Repeat Customer
14431,4,2614.2,Repeat Customer
14432,6,2248.5,Repeat Customer
14433,1,280.7,Single Purchase
14434,6,1372.8,Repeat Customer
14435,1,90.41999999999999,Single Purchase
14436,2,271.7,Repeat Customer
14437,5,873.34,Repeat Customer
14438,1,131.9,Single Purchase
14439,5,9443.04,Repeat Customer
14440,13,5982.03,Repeat Customer
14441,11,4611.69,Repeat Customer
14442,7,5367.02,Repeat Customer
14443,5,2082.9700000000003,Repeat Customer
14444,1,120.44,Single Purchase
14445,1,221.65,Single Purchase
14446,5,1195.48,Repeat Customer
14447,6,1711.73,Repeat Customer
14448,2,375.35,Repeat Customer
14449,8,2230.96,Repeat Customer
14450,7,1128.44,Repeat Customer
14451,12,3258.68,Repeat Customer
14452,4,658.95,Repeat Customer
14453,1,119.93,Single Purchase
14454,5,977.3,Repeat Customer
14455,4,617.72,Repeat Customer
14456,9,3014.32,Repeat Customer
14457,1,113.64,Single Purchase
14458,1,219.27,Single Purchase
14459,2,5375.741,Repeat Customer
14460,9,1093.5,Repeat Customer
14461,13,6676.52,Repeat Customer
14462,12,2237.81,Repeat Customer
14463,4,786.5699999999999,Repeat Customer
14464,2,111.0,Repeat Customer
14465,11,3925.85,Repeat Customer
14466,13,4267.15,Repeat Customer
14467,12,2203.2400000000002,Repeat Customer
14468,1,204.24,Single Purchase
14469,4,2093.46,Repeat Customer
14470,3,712.04,Repeat Customer
14471,2,400.95,Repeat Customer
14472,9,2118.72,Repeat Customer
14473,2,234.34,Repeat Customer
14474,2,1258.89,Repeat Customer
14475,4,1151.15,Repeat Customer
14476,1,193.0,Single Purchase
14477,7,1969.6,Repeat Customer
14478,4,1276.66,Repeat Customer
14479,4,1124.71,Repeat Customer
14480,4,1299.52,Repeat Customer
14481,5,2284.69,Repeat Customer
14482,12,4306.72,Repeat Customer
14483,2,257.1,Repeat Customer
14484,4,1070.98,Repeat Customer
14485,1,162.8,Single Purchase
14486,2,175.5,Repeat Customer
14487,7,1266.27,Repeat Customer
14488,1,1064.28,Single Purchase
14489,4,1574.93,Repeat Customer
14490,2,1273.47,Repeat Customer
14491,2,340.93,Repeat Customer
14492,7,1921.91,Repeat Customer
14493,10,5087.86,Repeat Customer
14494,3,401.46,Repeat Customer
14495,3,174.8,Repeat Customer
14496,7,2363.89,Repeat Customer
14497,2,697.0600000000001,Repeat Customer
14498,10,3900.83,Repeat Customer
14499,7,2101.79,Repeat Customer
14500,3,356.85,Repeat Customer
14501,2,251.21,Repeat Customer
14502,11,2426.79,Repeat Customer
14503,6,3543.26,Repeat Customer
14504,4,673.26,Repeat Customer
14505,19,11873.08,Repeat Customer
14506,7,2960.25,Repeat Customer
14507,11,3216.74,Repeat Customer
14508,5,822.92,Repeat Customer
14509,1,110.95,Single Purchase
14510,3,979.85,Repeat Customer
14511,5,1314.81,Repeat Customer
14512,7,1215.97,Repeat Customer
14513,6,788.01,Repeat Customer
14514,9,4380.04,Repeat Customer
14515,12,3724.06,Repeat Customer
14516,1,151.17,Single Purchase
14517,2,330.45,Repeat Customer
14518,1,174.37,Single Purchase
14519,2,203.14,Repeat Customer
14520,2,270.6,Repeat Customer
14521,1,199.45,Single Purchase
14522,8,1748.42,Repeat Customer
14523,1,241.09,Single Purchase
14524,13,2909.86,Repeat Customer
14525,17,8018.59,Repeat Customer
14526,1,258.65,Single Purchase
14527,121,27191.1,Repeat Customer
14528,1,364.22,Single Purchase
14529,3,578.61,Repeat Customer
14530,16,6088.87,Repeat Customer
14531,1,376.34,Single Purchase
14532,11,3845.78,Repeat Customer
14533,11,3466.37,Repeat Customer
14534,26,6183.06,Repeat Customer
14535,9,5961.89,Repeat Customer
14536,1,170.95,Single Purchase
14537,2,641.4,Repeat Customer
14538,5,1370.8400000000001,Repeat Customer
14539,2,537.48,Repeat Customer
14540,11,3709.64,Repeat Customer
14541,14,2491.38,Repeat Customer
14542,1,103.25,Single Purchase
14543,39,14548.22,Repeat Customer
14544,3,2938.53,Repeat Customer
14545,1,349.25,Single Purchase
14546,11,5184.84,Repeat Customer
14547,8,3974.75,Repeat Customer
14548,9,2541.29,Repeat Customer
14549,4,913.6,Repeat Customer
14550,4,1345.06,Repeat Customer
14551,7,878.09,Repeat Customer
14552,3,507.93,Repeat Customer
14553,9,1818.6,Repeat Customer
14554,4,2279.4900000000002,Repeat Customer
14555,6,2304.03,Repeat Customer
14556,3,815.69,Repeat Customer
14557,1,788.38,Single Purchase
14558,3,655.5,Repeat Customer
14559,1,75.6,Single Purchase
14560,44,6114.03,Repeat Customer
14561,3,1080.76,Repeat Customer
14562,26,6638.150000000001,Repeat Customer
14563,2,625.42,Repeat Customer
14564,2,2605.62,Repeat Customer
14565,5,3709.2200000000003,Repeat Customer
14566,4,4092.0,Repeat Customer
14567,2,1530.3600000000001,Repeat Customer
14568,1,919.7,Single Purchase
14569,4,597.33,Repeat Customer
14570,3,512.4,Repeat Customer
14571,1,160.0,Single Purchase
14572,11,5520.9800000000005,Repeat Customer
14573,13,2163.12,Repeat Customer
14574,1,143.7,Single Purchase
14575,1,420.21999999999997,Single Purchase
14576,1,35.400000000000006,Single Purchase
14577,7,1364.15,Repeat Customer
14578,1,168.63,Single Purchase
14579,1,105.56,Single Purchase
14580,1,14.85,Single Purchase
14581,2,409.65,Repeat Customer
14582,1,114.11,Single Purchase
14583,8,1660.29,Repeat Customer
14584,8,1738.16,Repeat Customer
14585,5,1143.27,Repeat Customer
14586,1,237.35999999999999,Single Purchase
14587,9,1580.29,Repeat Customer
14588,1,135.39,Single Purchase
14589,1,39.75,Single Purchase
14590,20,2993.37,Repeat Customer
14591,4,1320.21,Repeat Customer
14592,3,557.94,Repeat Customer
14593,12,3658.03,Repeat Customer
14594,2,363.33,Repeat Customer
14595,8,2164.4500000000003,Repeat Customer
14596,1,222.22,Single Purchase
14597,6,2184.63,Repeat Customer
14598,2,384.04,Repeat Customer
14599,2,457.89,Repeat Customer
14600,2,865.17,Repeat Customer
14601,1,213.96,Single Purchase
14602,1,205.35999999999999,Single Purchase
14603,1,660.0,Single Purchase
14604,1,136.36,Single Purchase
14605,4,920.71,Repeat Customer
14606,184,29648.75,Repeat Customer
14607,20,22575.13,Repeat Customer
14608,10,3342.94,Repeat Customer
14609,10,1486.2,Repeat Customer
14610,2,24.35,Repeat Customer
14611,2,604.33,Repeat Customer
14612,1,877.7,Single Purchase
14613,1,76.32000000000001,Single Purchase
14614,1,295.13,Single Purchase
14615,5,951.76,Repeat Customer
14616,5,527.78,Repeat Customer
14617,2,190.47000000000003,Repeat Customer
14618,7,1342.32,Repeat Customer
14619,2,1291.24,Repeat Customer
14620,2,412.78000000000003,Repeat Customer
14621,9,3000.57,Repeat Customer
14622,1,320.58000000000004,Single Purchase
14623,10,2012.3,Repeat Customer
14624,6,814.07,Repeat Customer
14625,11,4497.88,Repeat Customer
14626,11,5410.92,Repeat Customer
14627,1,462.75,Single Purchase
14628,5,1998.0,Repeat Customer
14629,2,955.26,Repeat Customer
14630,1,338.65,Single Purchase
14631,6,2025.69,Repeat Customer
14632,1,114.56,Single Purchase
14633,1,344.90000000000003,Single Purchase
14634,4,2124.46,Repeat Customer
14635,1,215.22,Single Purchase
14636,2,609.85,Repeat Customer
14637,1,106.67999999999999,Single Purchase
14638,1,443.6,Single Purchase
14639,9,4978.96,Repeat Customer
14640,10,3649.36,Repeat Customer
14641,1,110.46000000000001,Single Purchase
