invoice_no,invoice_date,customer_id
507464,2010-05-10 11:00:00,18102
507465,2010-05-10 11:02:00,18102
507472,2010-05-10 11:20:00,17003
507477,2010-05-10 11:30:00,14941
507478,2010-05-10 11:32:00,14911
507479,2010-05-10 11:33:00,15298
507481,2010-05-10 11:40:00,13013
507483,2010-05-10 11:44:00,12951
507485,2010-05-10 11:55:00,17365
507510,2010-05-10 12:12:00,13426
507521,2010-05-10 12:16:00,12843
507536,2010-05-10 12:20:00,13267
507560,2010-05-10 12:29:00,14361
507564,2010-05-10 12:31:00,13711
507584,2010-05-10 12:41:00,13407
507586,2010-05-10 12:42:00,17841
507589,2010-05-10 12:54:00,14512
507591,2010-05-10 13:00:00,17169
507593,2010-05-10 13:12:00,12843
507594,2010-05-10 13:14:00,15981
507595,2010-05-10 13:16:00,16130
507597,2010-05-10 13:21:00,17700
507600,2010-05-10 13:28:00,12917
507606,2010-05-10 13:48:00,17550
507608,2010-05-10 13:51:00,15141
507610,2010-05-10 13:52:00,15141
507611,2010-05-10 14:02:00,16661
507613,2010-05-10 14:06:00,15005
507614,2010-05-10 14:07:00,17552
507615,2010-05-10 14:08:00,17552
507616,2010-05-10 14:09:00,16029
507617,2010-05-10 14:10:00,17482
507619,2010-05-10 14:15:00,15311
507620,2010-05-10 14:19:00,12813
507621,2010-05-10 14:23:00,14590
507622,2010-05-10 14:28:00,17579
507624,2010-05-10 14:34:00,16873
507634,2010-05-10 14:47:00,14298
507635,2010-05-10 14:50:00,17612
507636,2010-05-10 14:54:00,17563
507639,2010-05-10 14:57:00,13319
507640,2010-05-10 14:58:00,13319
507641,2010-05-10 15:08:00,14588
507642,2010-05-10 15:12:00,14533
507643,2010-05-10 15:18:00,16614
507646,2010-05-10 15:44:00,16422
507647,2010-05-10 15:46:00,18275
507648,2010-05-10 15:48:00,15555
507654,2010-05-10 16:04:00,13585
507659,2010-05-10 16:36:00,17077
507660,2010-05-10 16:44:00,12675
507664,2010-05-10 17:03:00,17871
507666,2010-05-10 17:09:00,12839
507667,2010-05-10 17:21:00,12867
507668,2010-05-11 08:54:00,13450
507669,2010-05-11 08:59:00,15078
507673,2010-05-11 09:29:00,14911
507674,2010-05-11 09:32:00,16631
507676,2010-05-11 09:32:00,16631
507678,2010-05-11 09:40:00,15633
507682,2010-05-11 09:48:00,16323
507685,2010-05-11 09:53:00,16737
507687,2010-05-11 09:55:00,12582
507689,2010-05-11 10:04:00,17545
507690,2010-05-11 10:12:00,14825
507691,2010-05-11 10:19:00,14395
507692,2010-05-11 10:20:00,12600
507693,2010-05-11 10:24:00,14055
507694,2010-05-11 10:26:00,12935
507695,2010-05-11 10:27:00,12935
507696,2010-05-11 10:41:00,14915
507697,2010-05-11 10:42:00,12599
507698,2010-05-11 10:45:00,14426
507699,2010-05-11 10:49:00,18281
507700,2010-05-11 10:50:00,16945
507701,2010-05-11 10:56:00,17388
507703,2010-05-11 11:01:00,17377
507705,2010-05-11 11:07:00,13695
507706,2010-05-11 11:08:00,17540
507707,2010-05-11 11:17:00,17428
507710,2010-05-11 11:29:00,13206
507713,2010-05-11 11:30:00,13943
507715,2010-05-11 11:47:00,13881
507728,2010-05-11 12:04:00,13093
507732,2010-05-11 12:06:00,17454
507735,2010-05-11 12:10:00,17321
507736,2010-05-11 12:11:00,13001
507737,2010-05-11 12:14:00,17238
507749,2010-05-11 12:18:00,16013
507750,2010-05-11 12:18:00,16419
507768,2010-05-11 12:23:00,16525
507791,2010-05-11 12:33:00,17018
507792,2010-05-11 12:34:00,16013
507793,2010-05-11 12:40:00,12549
507794,2010-05-11 12:41:00,15523
507818,2010-05-11 12:58:00,12960
507819,2010-05-11 13:06:00,14344
507821,2010-05-11 13:08:00,14530
507837,2010-05-11 13:29:00,15358
507838,2010-05-11 13:30:00,15034
507839,2010-05-11 13:36:00,13980
507840,2010-05-11 13:38:00,16487
507841,2010-05-11 13:42:00,13397
507842,2010-05-11 13:45:00,16846
507843,2010-05-11 13:51:00,15149
507844,2010-05-11 13:54:00,13222
507845,2010-05-11 14:00:00,15497
507846,2010-05-11 14:29:00,13296
507847,2010-05-11 14:40:00,16307
507848,2010-05-11 14:41:00,13103
507879,2010-05-11 15:03:00,16805
507880,2010-05-11 15:03:00,12455
507883,2010-05-11 15:31:00,15696
507888,2010-05-11 16:26:00,13004
507889,2010-05-11 16:35:00,15862
507891,2010-05-11 16:43:00,17552
507914,2010-05-12 09:04:00,14014
507915,2010-05-12 09:13:00,13295
507916,2010-05-12 09:18:00,15061
507917,2010-05-12 09:23:00,15061
507918,2010-05-12 09:24:00,15061
507920,2010-05-12 09:39:00,13740
507921,2010-05-12 09:42:00,14391
507922,2010-05-12 09:47:00,17705
507923,2010-05-12 09:51:00,17364
507924,2010-05-12 09:53:00,17504
507926,2010-05-12 10:05:00,12905
507943,2010-05-12 10:27:00,13834
507975,2010-05-12 10:45:00,15769
507996,2010-05-12 10:56:00,17511
507997,2010-05-12 11:07:00,14707
507998,2010-05-12 11:29:00,16779
507999,2010-05-12 11:45:00,12580
508002,2010-05-12 11:47:00,17389
508003,2010-05-12 11:49:00,15012
508012,2010-05-12 11:55:00,15252
508037,2010-05-12 12:09:00,16891
508038,2010-05-12 12:17:00,14854
508039,2010-05-12 12:18:00,16898
508040,2010-05-12 12:20:00,17508
508043,2010-05-12 12:23:00,13044
508045,2010-05-12 12:26:00,14680
508048,2010-05-12 12:32:00,17016
508049,2010-05-12 12:39:00,12931
508050,2010-05-12 12:52:00,14062
508051,2010-05-12 13:04:00,17845
508052,2010-05-12 13:08:00,14685
508053,2010-05-12 13:11:00,12418
508054,2010-05-12 13:12:00,17845
508055,2010-05-12 13:18:00,13998
508058,2010-05-12 13:24:00,17845
508059,2010-05-12 13:29:00,13141
508060,2010-05-12 13:43:00,13052
508061,2010-05-12 13:46:00,15311
508062,2010-05-12 13:52:00,12494
508063,2010-05-12 13:52:00,13979
508064,2010-05-12 13:55:00,16993
508065,2010-05-12 14:00:00,15186
508066,2010-05-12 14:01:00,18231
508067,2010-05-12 14:09:00,12838
508068,2010-05-12 14:23:00,13756
508069,2010-05-12 14:58:00,14025
508070,2010-05-12 15:02:00,13632
508071,2010-05-12 15:41:00,17484
508072,2010-05-12 15:49:00,16814
508073,2010-05-12 15:56:00,15405
508074,2010-05-12 16:03:00,17897
508078,2010-05-12 16:40:00,12482
508079,2010-05-12 16:42:00,17092
508080,2010-05-12 16:42:00,12482
508081,2010-05-12 16:43:00,12482
508082,2010-05-12 16:43:00,12482
508084,2010-05-12 16:45:00,12482
508086,2010-05-12 16:47:00,12482
508087,2010-05-12 16:48:00,12482
508088,2010-05-12 16:50:00,12482
508089,2010-05-12 16:50:00,12482
508090,2010-05-12 16:51:00,12482
508092,2010-05-12 17:20:00,17180
508093,2010-05-13 08:46:00,17157
508094,2010-05-13 08:56:00,12931
508095,2010-05-13 08:57:00,12931
508096,2010-05-13 08:59:00,12931
508097,2010-05-13 09:33:00,12683
508098,2010-05-13 09:33:00,14156
508099,2010-05-13 09:35:00,15470
508100,2010-05-13 09:57:00,15805
508101,2010-05-13 10:02:00,12647
508102,2010-05-13 10:14:00,15199
508103,2010-05-13 10:15:00,14039
508104,2010-05-13 10:16:00,16088
508105,2010-05-13 10:32:00,13892
508106,2010-05-13 10:35:00,13220
508107,2010-05-13 10:39:00,12971
508108,2010-05-13 10:42:00,15064
508117,2010-05-13 10:46:00,18197
508147,2010-05-13 11:26:00,18092
508150,2010-05-13 11:41:00,16143
508154,2010-05-13 11:42:00,17281
508156,2010-05-13 11:42:00,16550
508173,2010-05-13 11:57:00,13888
508174,2010-05-13 11:57:00,13888
508175,2010-05-13 11:58:00,14714
508176,2010-05-13 12:00:00,13854
508177,2010-05-13 12:05:00,12549
508178,2010-05-13 12:07:00,13878
508180,2010-05-13 12:14:00,15898
508182,2010-05-13 12:38:00,13767
508183,2010-05-13 12:44:00,17838
508184,2010-05-13 12:47:00,13078
508185,2010-05-13 12:51:00,17068
508187,2010-05-13 13:08:00,12863
508188,2010-05-13 13:10:00,15597
508189,2010-05-13 13:11:00,14064
508190,2010-05-13 13:13:00,17920
508191,2010-05-13 13:15:00,16743
508192,2010-05-13 13:21:00,14047
508193,2010-05-13 13:23:00,16906
508194,2010-05-13 13:25:00,14648
508195,2010-05-13 13:25:00,16754
508196,2010-05-13 13:30:00,16754
508197,2010-05-13 13:31:00,16906
508198,2010-05-13 13:50:00,15192
508200,2010-05-13 13:58:00,12891
508201,2010-05-13 14:08:00,12835
508202,2010-05-13 14:18:00,17416
508203,2010-05-13 14:31:00,16807
508211,2010-05-13 14:42:00,15210
508212,2010-05-13 14:46:00,13202
508213,2010-05-13 14:47:00,12894
508214,2010-05-13 14:51:00,15768
508215,2010-05-13 14:55:00,12923
508217,2010-05-13 14:57:00,17133
508219,2010-05-13 15:05:00,13735
508220,2010-05-13 15:21:00,18168
508221,2010-05-13 15:41:00,18225
508222,2010-05-13 15:41:00,12540
508223,2010-05-13 15:42:00,17576
508224,2010-05-13 15:42:00,12540
508225,2010-05-13 15:58:00,17432
508226,2010-05-13 16:05:00,17611
508235,2010-05-13 18:49:00,15478
508237,2010-05-13 19:27:00,17965
508245,2010-05-14 09:17:00,17389
508247,2010-05-14 09:36:00,13761
508248,2010-05-14 10:02:00,12976
508249,2010-05-14 10:19:00,18172
508251,2010-05-14 10:40:00,13157
508252,2010-05-14 10:47:00,13473
508253,2010-05-14 10:50:00,13576
508311,2010-05-14 11:13:00,15218
508328,2010-05-14 11:50:00,16161
508330,2010-05-14 11:57:00,12880
508332,2010-05-14 11:59:00,16115
508333,2010-05-14 12:00:00,13694
508335,2010-05-14 12:05:00,13694
508336,2010-05-14 12:06:00,16081
508337,2010-05-14 12:14:00,13694
508339,2010-05-14 12:17:00,13873
508353,2010-05-14 12:35:00,16133
508356,2010-05-14 12:43:00,13319
508357,2010-05-14 12:44:00,15759
508359,2010-05-14 12:52:00,16836
508360,2010-05-14 12:55:00,15723
508361,2010-05-14 12:55:00,14667
508362,2010-05-14 12:58:00,14667
508366,2010-05-14 13:18:00,12748
508374,2010-05-14 13:43:00,16588
508378,2010-05-14 13:51:00,17414
508379,2010-05-14 13:59:00,17113
508381,2010-05-14 14:10:00,13089
508382,2010-05-14 14:18:00,13634
508383,2010-05-14 14:18:00,15311
508389,2010-05-14 14:31:00,15329
508390,2010-05-14 14:34:00,14296
508395,2010-05-14 14:53:00,13807
508401,2010-05-14 15:37:00,15972
508402,2010-05-14 15:37:00,17888
508403,2010-05-14 15:41:00,12748
508408,2010-05-14 15:56:00,13300
508409,2010-05-14 16:01:00,18245
508453,2010-05-14 16:34:00,13799
508457,2010-05-14 16:50:00,12745
508460,2010-05-16 10:01:00,13542
508461,2010-05-16 10:15:00,17243
508462,2010-05-16 10:23:00,13259
508463,2010-05-16 10:29:00,13259
508464,2010-05-16 10:37:00,17581
508465,2010-05-16 10:38:00,17581
508466,2010-05-16 10:39:00,17581
508467,2010-05-16 10:44:00,13561
508468,2010-05-16 10:46:00,14060
508469,2010-05-16 10:59:00,17377
508470,2010-05-16 11:24:00,16922
508471,2010-05-16 11:28:00,13223
508472,2010-05-16 11:35:00,18258
508473,2010-05-16 11:37:00,18258
508474,2010-05-16 11:52:00,17123
508475,2010-05-16 12:07:00,17848
508477,2010-05-16 12:15:00,15774
508479,2010-05-16 12:18:00,15716
508480,2010-05-16 12:34:00,13782
508481,2010-05-16 12:41:00,14970
508482,2010-05-16 12:44:00,13564
508483,2010-05-16 12:51:00,17841
508484,2010-05-16 12:54:00,17582
508485,2010-05-16 12:56:00,16507
508486,2010-05-16 12:57:00,16456
508487,2010-05-16 13:10:00,18039
508488,2010-05-16 13:14:00,13564
508489,2010-05-16 13:20:00,13564
508490,2010-05-16 13:22:00,14301
508491,2010-05-16 13:22:00,16686
508492,2010-05-16 13:23:00,14264
508493,2010-05-16 13:27:00,17085
508494,2010-05-16 13:49:00,12806
508495,2010-05-16 14:06:00,15373
508496,2010-05-16 14:41:00,16208
508497,2010-05-16 14:50:00,13957
508498,2010-05-16 14:54:00,17905
508500,2010-05-16 15:33:00,15272
508501,2010-05-16 15:39:00,13798
508502,2010-05-16 15:39:00,12731
508503,2010-05-16 15:52:00,14982
508504,2010-05-16 16:05:00,13451
508505,2010-05-16 16:05:00,16549
508506,2010-05-16 16:21:00,13230
508507,2010-05-17 08:20:00,13115
508508,2010-05-17 09:03:00,14112
508509,2010-05-17 09:04:00,13408
508521,2010-05-17 10:12:00,17268
508522,2010-05-17 10:14:00,15673
508523,2010-05-17 10:15:00,12471
508524,2010-05-17 10:20:00,17340
508525,2010-05-17 10:28:00,18102
508527,2010-05-17 10:44:00,13089
508529,2010-05-17 11:12:00,18102
508551,2010-05-17 11:46:00,15039
508581,2010-05-17 11:55:00,18287
508592,2010-05-17 12:05:00,13488
508593,2010-05-17 12:06:00,13488
508594,2010-05-17 12:11:00,16656
508610,2010-05-17 12:52:00,14962
508611,2010-05-17 12:52:00,14667
508612,2010-05-17 12:57:00,12920
508614,2010-05-17 13:18:00,13432
508615,2010-05-17 13:22:00,14156
508616,2010-05-17 13:29:00,16918
508620,2010-05-17 13:44:00,17442
508621,2010-05-17 13:45:00,17442
508622,2010-05-17 13:47:00,14134
508623,2010-05-17 13:49:00,14134
508624,2010-05-17 13:51:00,16611
508625,2010-05-17 14:09:00,18157
508626,2010-05-17 14:14:00,16094
508627,2010-05-17 14:15:00,16932
508628,2010-05-17 14:17:00,15280
508629,2010-05-17 14:21:00,13857
508631,2010-05-17 14:27:00,13831
508635,2010-05-17 14:36:00,13719
508636,2010-05-17 14:52:00,14017
508640,2010-05-17 15:14:00,15769
508641,2010-05-17 15:18:00,15311
508642,2010-05-17 15:27:00,14078
508644,2010-05-17 15:30:00,17928
508646,2010-05-17 15:35:00,15023
508647,2010-05-17 15:36:00,13346
508650,2010-05-17 15:46:00,13605
508652,2010-05-17 15:48:00,16400
508653,2010-05-17 15:54:00,17228
508654,2010-05-17 15:54:00,15296
508721,2010-05-17 17:24:00,14606
508731,2010-05-18 10:09:00,15227
508732,2010-05-18 10:24:00,16147
508733,2010-05-18 10:34:00,15622
508734,2010-05-18 10:35:00,15622
508735,2010-05-18 10:38:00,15241
508736,2010-05-18 10:50:00,14304
508739,2010-05-18 11:23:00,12980
508742,2010-05-18 11:31:00,14548
508743,2010-05-18 11:32:00,14147
508744,2010-05-18 11:33:00,14739
508745,2010-05-18 11:34:00,14548
508748,2010-05-18 11:45:00,17940
508750,2010-05-18 11:48:00,13018
508751,2010-05-18 11:49:00,13018
508752,2010-05-18 11:49:00,14527
508753,2010-05-18 11:50:00,13018
508755,2010-05-18 11:53:00,12835
508756,2010-05-18 11:56:00,13629
508758,2010-05-18 12:00:00,16884
508759,2010-05-18 12:03:00,14680
508760,2010-05-18 12:04:00,14680
508763,2010-05-18 12:11:00,16779
508765,2010-05-18 12:14:00,15967
508766,2010-05-18 12:15:00,12931
508780,2010-05-18 12:24:00,15518
508793,2010-05-18 12:31:00,17961
508794,2010-05-18 12:42:00,18229
508795,2010-05-18 12:44:00,18229
508796,2010-05-18 12:44:00,15061
508797,2010-05-18 12:45:00,15071
508800,2010-05-18 12:48:00,15311
508801,2010-05-18 12:49:00,15422
508802,2010-05-18 12:50:00,17961
508807,2010-05-18 12:59:00,14201
508811,2010-05-18 13:04:00,14555
508821,2010-05-18 13:23:00,17044
508822,2010-05-18 13:24:00,13501
508823,2010-05-18 13:26:00,13650
508824,2010-05-18 13:28:00,13162
508825,2010-05-18 13:36:00,17043
508840,2010-05-18 14:06:00,14744
508848,2010-05-18 14:31:00,16699
508849,2010-05-18 14:37:00,17757
508850,2010-05-18 14:46:00,15874
508851,2010-05-18 14:52:00,15981
508852,2010-05-18 15:06:00,12662
508856,2010-05-18 15:15:00,12913
508858,2010-05-18 15:30:00,17920
508861,2010-05-18 15:37:00,15984
508864,2010-05-18 16:09:00,17589
508866,2010-05-18 16:15:00,17589
508867,2010-05-18 16:15:00,13541
508868,2010-05-18 16:20:00,18008
508873,2010-05-18 16:27:00,15282
508874,2010-05-18 16:28:00,13097
508879,2010-05-18 16:31:00,16326
508880,2010-05-18 16:43:00,13097
508897,2010-05-18 17:13:00,15456
508898,2010-05-18 17:25:00,14225
508899,2010-05-19 08:39:00,16839
508900,2010-05-19 08:41:00,16835
508901,2010-05-19 09:14:00,13999
508904,2010-05-19 09:20:00,14325
508905,2010-05-19 09:49:00,17560
508906,2010-05-19 09:53:00,13152
508907,2010-05-19 10:00:00,16701
508908,2010-05-19 10:02:00,13831
508909,2010-05-19 10:11:00,13783
508910,2010-05-19 10:14:00,13491
508912,2010-05-19 10:21:00,17243
508914,2010-05-19 10:27:00,16570
508915,2010-05-19 10:33:00,16293
508917,2010-05-19 10:37:00,16699
508918,2010-05-19 10:38:00,17262
508919,2010-05-19 10:50:00,17930
508920,2010-05-19 10:51:00,18194
508921,2010-05-19 10:57:00,15912
508923,2010-05-19 11:00:00,15912
508924,2010-05-19 11:10:00,14035
508925,2010-05-19 11:11:00,17413
508950,2010-05-19 11:33:00,17382
508953,2010-05-19 11:34:00,17382
508958,2010-05-19 11:35:00,12823
508962,2010-05-19 11:37:00,15636
508964,2010-05-19 11:37:00,15738
508972,2010-05-19 11:39:00,15727
508986,2010-05-19 11:59:00,14235
508993,2010-05-19 12:22:00,14283
508994,2010-05-19 12:40:00,17490
508995,2010-05-19 12:47:00,15544
508996,2010-05-19 12:52:00,13982
508997,2010-05-19 13:04:00,16059
508998,2010-05-19 13:07:00,14598
508999,2010-05-19 13:16:00,17897
509000,2010-05-19 13:21:00,14210
509001,2010-05-19 13:22:00,15581
509002,2010-05-19 13:26:00,14220
509008,2010-05-19 13:29:00,15157
509011,2010-05-19 13:32:00,16915
509012,2010-05-19 13:32:00,17623
509014,2010-05-19 13:36:00,15570
509017,2010-05-19 13:52:00,13164
509018,2010-05-19 14:00:00,12748
509019,2010-05-19 14:10:00,13610
509020,2010-05-19 14:21:00,16827
509021,2010-05-19 14:22:00,14442
509022,2010-05-19 14:23:00,13405
509023,2010-05-19 14:24:00,17184
509024,2010-05-19 14:41:00,16564
509026,2010-05-19 14:51:00,16103
509027,2010-05-19 15:10:00,12837
509028,2010-05-19 15:23:00,16717
509029,2010-05-19 15:24:00,14031
509030,2010-05-19 15:47:00,13764
509031,2010-05-19 16:30:00,17950
509032,2010-05-19 17:11:00,16664
509033,2010-05-19 17:49:00,15879
509035,2010-05-20 09:27:00,18172
509037,2010-05-20 09:39:00,13953
509038,2010-05-20 09:53:00,15410
509039,2010-05-20 09:55:00,14156
509040,2010-05-20 10:00:00,16351
509041,2010-05-20 10:04:00,14334
509043,2010-05-20 10:16:00,14952
509044,2010-05-20 10:17:00,14952
509046,2010-05-20 10:37:00,15777
509047,2010-05-20 10:42:00,13952
509049,2010-05-20 10:56:00,15401
509050,2010-05-20 10:56:00,13448
509051,2010-05-20 11:04:00,15854
509055,2010-05-20 11:19:00,13983
509061,2010-05-20 11:31:00,16422
509071,2010-05-20 11:41:00,16471
509100,2010-05-20 11:49:00,17841
509115,2010-05-20 11:55:00,17716
509117,2010-05-20 11:56:00,17797
509118,2010-05-20 11:57:00,16303
509133,2010-05-20 12:05:00,14527
509134,2010-05-20 12:16:00,17068
509136,2010-05-20 12:19:00,16497
509137,2010-05-20 12:20:00,16497
509139,2010-05-20 12:26:00,14291
509141,2010-05-20 12:27:00,14291
509142,2010-05-20 12:43:00,16985
509143,2010-05-20 12:44:00,16985
509145,2010-05-20 12:50:00,17346
509146,2010-05-20 12:53:00,13797
509148,2010-05-20 12:55:00,17372
509150,2010-05-20 12:59:00,13616
509151,2010-05-20 13:06:00,14606
509152,2010-05-20 13:09:00,14606
509153,2010-05-20 13:15:00,14828
509154,2010-05-20 13:17:00,14911
509155,2010-05-20 13:18:00,17758
509156,2010-05-20 13:28:00,15025
509157,2010-05-20 13:28:00,14101
509158,2010-05-20 13:28:00,14850
509159,2010-05-20 13:39:00,15005
509160,2010-05-20 13:41:00,17740
509161,2010-05-20 13:42:00,14850
509163,2010-05-20 13:54:00,15311
509164,2010-05-20 13:56:00,16177
509165,2010-05-20 14:06:00,15559
509166,2010-05-20 14:45:00,15615
509167,2010-05-20 14:50:00,13213
509168,2010-05-20 15:03:00,16705
509169,2010-05-20 15:06:00,16705
509170,2010-05-20 15:09:00,16705
509173,2010-05-20 15:51:00,17465
509175,2010-05-20 16:05:00,15768
509178,2010-05-20 16:34:00,16604
509184,2010-05-20 16:49:00,16347
509185,2010-05-20 16:51:00,16347
509186,2010-05-20 16:53:00,13659
509187,2010-05-20 17:00:00,15826
509188,2010-05-20 17:04:00,12422
509189,2010-05-20 17:07:00,16607
509191,2010-05-20 17:43:00,15660
509193,2010-05-20 17:57:00,14513
509194,2010-05-20 18:00:00,14464
509195,2010-05-20 18:18:00,12712
509196,2010-05-20 18:21:00,14671
509197,2010-05-20 19:29:00,13291
509198,2010-05-21 08:21:00,14156
509199,2010-05-21 09:06:00,12668
509200,2010-05-21 09:20:00,17738
509201,2010-05-21 09:21:00,17738
509202,2010-05-21 09:22:00,17738
509204,2010-05-21 09:27:00,14258
509209,2010-05-21 09:47:00,17534
509210,2010-05-21 09:56:00,12647
509211,2010-05-21 10:08:00,17949
509212,2010-05-21 10:12:00,12431
509213,2010-05-21 10:22:00,17146
509216,2010-05-21 10:25:00,14439
509217,2010-05-21 10:28:00,14311
509235,2010-05-21 11:01:00,15898
509273,2010-05-21 11:26:00,14744
509276,2010-05-21 11:33:00,16326
509278,2010-05-21 11:34:00,15393
509279,2010-05-21 11:36:00,16029
509284,2010-05-21 11:45:00,12583
509294,2010-05-21 11:55:00,15061
509300,2010-05-21 11:59:00,12355
509311,2010-05-21 12:06:00,13089
509313,2010-05-21 12:07:00,13089
509322,2010-05-21 12:11:00,15260
509340,2010-05-21 12:28:00,17675
509348,2010-05-21 13:22:00,17646
509350,2010-05-21 13:28:00,18011
509351,2010-05-21 13:29:00,14220
509352,2010-05-21 13:33:00,18102
509354,2010-05-21 13:37:00,14744
509355,2010-05-21 13:56:00,13283
509356,2010-05-21 14:01:00,13148
509373,2010-05-21 14:24:00,15861
509374,2010-05-21 14:39:00,14299
509378,2010-05-21 15:12:00,12389
509379,2010-05-21 15:24:00,15570
509381,2010-05-21 15:34:00,15570
509383,2010-05-21 15:58:00,14867
509385,2010-05-21 16:37:00,14607
509386,2010-05-21 16:45:00,14409
509388,2010-05-21 17:11:00,14525
509389,2010-05-21 17:19:00,13174
509390,2010-05-21 17:22:00,17898
509392,2010-05-23 10:46:00,16889
509393,2010-05-23 10:52:00,16121
509394,2010-05-23 10:54:00,13647
509395,2010-05-23 10:57:00,17343
509396,2010-05-23 11:02:00,13330
509397,2010-05-23 11:04:00,17150
509398,2010-05-23 11:08:00,12809
509399,2010-05-23 11:19:00,13019
509400,2010-05-23 11:19:00,16923
509401,2010-05-23 11:24:00,16702
509402,2010-05-23 11:25:00,16782
509403,2010-05-23 11:27:00,17865
509404,2010-05-23 11:34:00,15251
509405,2010-05-23 11:35:00,15251
509406,2010-05-23 11:36:00,16782
509407,2010-05-23 11:45:00,12974
509408,2010-05-23 11:46:00,16290
509409,2010-05-23 11:54:00,18208
509410,2010-05-23 12:07:00,17769
509411,2010-05-23 12:12:00,13089
509412,2010-05-23 12:14:00,15303
509413,2010-05-23 12:28:00,17920
509415,2010-05-23 12:46:00,14010
509416,2010-05-23 12:50:00,14505
509417,2010-05-23 12:56:00,17081
509418,2010-05-23 12:56:00,14505
509420,2010-05-23 13:00:00,14010
509421,2010-05-23 13:01:00,17785
509422,2010-05-23 13:03:00,14249
509423,2010-05-23 13:07:00,14249
509424,2010-05-23 13:16:00,17596
509425,2010-05-23 13:34:00,13778
509426,2010-05-23 13:49:00,17278
509427,2010-05-23 14:04:00,13856
509428,2010-05-23 14:04:00,16549
509429,2010-05-23 14:06:00,16612
509430,2010-05-23 14:13:00,13394
509431,2010-05-23 14:25:00,15394
509432,2010-05-23 14:26:00,15394
509433,2010-05-23 14:30:00,12621
509435,2010-05-23 14:53:00,15555
509437,2010-05-23 15:21:00,12409
509438,2010-05-23 15:25:00,14920
509439,2010-05-23 15:28:00,17863
509440,2010-05-23 15:43:00,12921
509441,2010-05-23 15:52:00,16794
509442,2010-05-23 16:02:00,14560
509443,2010-05-23 16:02:00,14560
509444,2010-05-24 08:34:00,18060
509445,2010-05-24 08:52:00,16875
509447,2010-05-24 09:07:00,12632
509448,2010-05-24 09:08:00,16831
509450,2010-05-24 09:30:00,13327
509451,2010-05-24 09:32:00,15306
509452,2010-05-24 09:44:00,17448
509453,2010-05-24 09:49:00,13381
509454,2010-05-24 10:02:00,12921
509455,2010-05-24 10:09:00,17448
509456,2010-05-24 10:30:00,13047
509457,2010-05-24 10:43:00,16974
509458,2010-05-24 10:43:00,14394
509459,2010-05-24 10:44:00,16233
509460,2010-05-24 10:44:00,12759
509461,2010-05-24 10:49:00,15311
509462,2010-05-24 10:53:00,16168
509463,2010-05-24 10:54:00,13963
509464,2010-05-24 10:55:00,14824
509465,2010-05-24 10:56:00,13402
509466,2010-05-24 10:57:00,17314
509467,2010-05-24 10:58:00,13418
509468,2010-05-24 11:00:00,13418
509469,2010-05-24 11:03:00,14608
509470,2010-05-24 11:04:00,16185
509471,2010-05-24 11:11:00,17377
509472,2010-05-24 11:11:00,18052
509476,2010-05-24 11:21:00,17448
509515,2010-05-24 11:39:00,15039
509518,2010-05-24 11:40:00,12835
509529,2010-05-24 11:47:00,14710
509531,2010-05-24 11:50:00,13082
509532,2010-05-24 11:51:00,13082
509534,2010-05-24 12:03:00,16890
509535,2010-05-24 12:07:00,13615
509536,2010-05-24 12:21:00,14911
509538,2010-05-24 12:25:00,14745
509540,2010-05-24 12:26:00,13102
509542,2010-05-24 12:27:00,15086
509544,2010-05-24 12:28:00,14168
509545,2010-05-24 12:29:00,14847
509548,2010-05-24 12:36:00,16700
509564,2010-05-24 12:59:00,17293
509565,2010-05-24 12:59:00,16229
509566,2010-05-24 13:00:00,15183
509567,2010-05-24 13:07:00,17448
509568,2010-05-24 13:16:00,12909
509569,2010-05-24 13:26:00,15518
509572,2010-05-24 13:34:00,12431
509573,2010-05-24 13:48:00,14092
509574,2010-05-24 13:50:00,13206
509575,2010-05-24 13:55:00,15173
509576,2010-05-24 13:56:00,14315
509577,2010-05-24 14:17:00,17338
509578,2010-05-24 14:18:00,15681
509579,2010-05-24 14:23:00,13468
509580,2010-05-24 14:28:00,17155
509581,2010-05-24 14:43:00,14909
509582,2010-05-24 14:55:00,13983
509595,2010-05-24 15:31:00,17409
509596,2010-05-24 15:32:00,15808
509597,2010-05-24 15:33:00,17409
509598,2010-05-24 15:36:00,17205
509600,2010-05-24 15:57:00,16075
509601,2010-05-24 16:08:00,13201
509606,2010-05-24 17:30:00,12773
509607,2010-05-24 17:34:00,18000
509609,2010-05-25 08:40:00,17412
509610,2010-05-25 08:44:00,16592
509615,2010-05-25 09:34:00,12802
509616,2010-05-25 09:45:00,15027
509617,2010-05-25 09:45:00,16742
509618,2010-05-25 09:46:00,15027
509621,2010-05-25 09:51:00,15321
509623,2010-05-25 09:52:00,15321
509625,2010-05-25 09:54:00,15321
509627,2010-05-25 09:55:00,12360
509631,2010-05-25 10:14:00,15182
509634,2010-05-25 10:23:00,13324
509635,2010-05-25 10:25:00,17496
509636,2010-05-25 10:39:00,16525
509637,2010-05-25 10:41:00,14422
509639,2010-05-25 10:57:00,14867
509640,2010-05-25 11:04:00,16883
509641,2010-05-25 11:07:00,17230
509645,2010-05-25 11:35:00,15498
509646,2010-05-25 11:35:00,14745
509647,2010-05-25 11:41:00,14527
509648,2010-05-25 11:46:00,16571
