customer_id,last_purchase,frequency,monetary,recency,R,F,M,RFM_Score,Segment
13754,2011-07-11 11:51:00,3,447.05,150,2,2,2,6,Other
13755,2011-12-06 12:26:00,9,2108.06,2,4,4,3,11,High-Value
13756,2011-12-07 16:44:00,23,8655.95,1,4,4,4,12,High-Value
13757,2010-02-03 12:37:00,1,195.55,673,1,1,1,3,At-Risk
13758,2011-11-28 11:11:00,14,8595.29,10,4,4,4,12,High-Value
13759,2011-11-06 14:47:00,2,659.41,32,3,2,2,7,Other
13760,2011-10-16 16:13:00,5,1363.64,53,3,3,3,9,High-Value
13761,2011-10-20 14:01:00,6,1952.17,49,3,3,3,9,High-Value
13762,2011-05-05 09:15:00,5,2472.48,217,2,3,4,9,High-Value
13763,2011-10-07 15:13:00,3,5217.44,62,3,2,4,9,High-Value
13764,2011-09-30 12:03:00,6,2908.67,69,3,3,4,10,High-Value
13765,2010-02-24 13:46:00,1,352.82,652,1,1,2,4,At-Risk
13766,2010-08-01 14:25:00,1,190.35,494,1,1,1,3,At-Risk
13767,2011-12-07 15:00:00,73,33903.57,1,4,4,4,12,High-Value
13768,2009-12-13 10:41:00,2,875.97,725,1,2,3,6,At-Risk
13769,2011-12-07 15:08:00,20,5478.12,1,4,4,4,12,High-Value
13770,2010-10-13 15:10:00,4,785.37,421,1,3,2,6,At-Risk
13771,2011-10-06 14:18:00,9,5728.82,63,3,4,4,11,High-Value
13772,2011-11-06 11:43:00,8,3100.02,32,3,4,4,11,High-Value
13773,2010-11-08 11:49:00,2,301.54,395,1,2,1,4,At-Risk
13774,2011-09-19 12:06:00,1,345.0,80,3,1,2,6,Other
13775,2010-04-28 12:15:00,1,1049.66,589,1,1,3,5,At-Risk
13777,2011-12-09 12:25:00,61,49638.26,-1,4,4,4,12,High-Value
13778,2011-08-28 15:25:00,4,1124.49,102,2,3,3,8,Other
13779,2010-07-12 11:24:00,1,161.13,514,1,1,1,3,At-Risk
13780,2011-12-02 13:49:00,3,732.07,6,4,2,2,8,Other
13781,2011-04-03 12:08:00,3,778.83,249,2,2,2,6,Other
13782,2011-11-27 11:54:00,13,1786.08,11,4,4,3,11,High-Value
13783,2010-08-09 09:23:00,4,1542.09,486,1,3,3,7,At-Risk
13784,2011-11-30 09:33:00,14,2910.23,8,4,4,4,12,High-Value
13785,2010-10-07 09:25:00,4,542.49,427,1,3,2,6,At-Risk
13786,2010-12-07 13:53:00,6,3127.99,366,2,3,4,9,High-Value
13787,2011-09-25 12:06:00,6,1222.5,74,3,3,3,9,High-Value
13788,2010-07-22 15:50:00,1,3.75,504,1,1,1,3,At-Risk
13789,2010-11-16 15:31:00,1,239.46,387,1,1,1,3,At-Risk
13790,2011-12-05 15:48:00,1,348.8,3,4,1,2,7,Other
13791,2011-08-04 11:44:00,2,1516.0,126,2,2,3,7,Other
13792,2011-10-04 14:31:00,3,383.95,65,3,2,2,7,Other
13793,2010-03-03 08:25:00,1,96.0,645,1,1,1,3,At-Risk
13794,2010-06-11 12:30:00,1,126.03,545,1,1,1,3,At-Risk
13795,2010-11-16 17:25:00,4,836.3,387,1,3,2,6,At-Risk
13796,2010-07-28 14:45:00,1,289.7,498,1,1,1,3,At-Risk
13797,2010-09-29 10:34:00,3,1179.45,435,1,2,3,6,At-Risk
13798,2011-12-08 15:51:00,110,75428.87,0,4,4,4,12,High-Value
13799,2011-08-15 12:07:00,9,2803.57,115,2,4,4,10,High-Value
13800,2011-02-03 12:27:00,3,1679.56,308,2,2,3,7,Other
13801,2011-10-04 10:15:00,1,324.8,65,3,1,1,5,One-Time
13802,2011-07-24 10:54:00,19,26259.11,137,2,4,4,10,High-Value
13803,2011-03-29 12:57:00,3,1338.91,254,2,2,3,7,Other
13804,2011-11-09 12:32:00,9,3161.12,29,3,4,4,11,High-Value
13805,2011-10-18 14:50:00,2,924.6,51,3,2,3,8,Other
13806,2011-10-07 11:43:00,1,256.38,62,3,1,1,5,One-Time
13807,2010-12-07 15:48:00,3,422.2,366,2,2,2,6,Other
13808,2011-12-04 12:18:00,5,1747.66,4,4,3,3,10,High-Value
13809,2011-02-07 13:15:00,3,679.7,304,2,2,2,6,Other
13810,2011-11-11 08:33:00,2,827.51,27,3,2,2,7,Other
13811,2011-06-09 09:54:00,2,519.75,182,2,2,2,6,Other
13812,2011-10-28 14:27:00,3,485.0,41,3,2,2,7,Other
13813,2011-10-31 10:38:00,8,2387.47,38,3,4,4,11,High-Value
13814,2011-09-08 13:48:00,3,2257.32,91,3,2,4,9,High-Value
13815,2011-11-17 14:19:00,8,6737.74,21,4,4,4,12,High-Value
13816,2011-11-16 08:38:00,2,499.67,22,4,2,2,8,Other
13817,2011-11-10 17:49:00,2,328.98,28,3,2,1,6,Other
13818,2010-10-06 12:35:00,1,61.28,428,1,1,1,3,At-Risk
13819,2011-02-11 10:38:00,6,2642.35,300,2,3,4,9,High-Value
13820,2010-10-17 13:46:00,3,652.75,417,1,2,2,5,At-Risk
13821,2011-07-18 09:49:00,6,1379.08,143,2,3,3,8,Other
13822,2011-12-04 12:13:00,2,632.0,4,4,2,2,8,Other
13823,2011-11-21 10:22:00,7,3403.45,17,4,4,4,12,High-Value
13824,2011-11-07 12:41:00,12,3314.76,31,3,4,4,11,High-Value
13825,2010-03-28 11:02:00,2,255.59,620,1,2,1,4,At-Risk
13826,2011-06-16 13:48:00,1,189.5,175,2,1,1,4,One-Time
13827,2011-10-13 12:38:00,3,409.8,56,3,2,2,7,Other
13828,2011-11-17 16:02:00,1,209.49,21,4,1,1,6,One-Time
13829,2010-10-14 18:19:00,1,102.0,420,1,1,1,3,At-Risk
13830,2010-05-07 12:24:00,1,156.85,580,1,1,1,3,At-Risk
13831,2011-11-23 15:41:00,18,6585.54,15,4,4,4,12,High-Value
13832,2011-11-20 15:36:00,2,609.89,18,4,2,2,8,Other
13833,2011-07-03 13:27:00,2,700.41,158,2,2,2,6,Other
13834,2010-05-12 10:27:00,2,324.19,575,1,2,1,4,At-Risk
13835,2011-11-14 15:37:00,7,1095.27,24,4,4,3,11,High-Value
13836,2010-11-05 13:31:00,2,620.37,398,1,2,2,5,At-Risk
13837,2011-05-12 12:10:00,2,266.59,210,2,2,1,5,Other
13838,2011-12-04 11:00:00,10,1690.07,4,4,4,3,11,High-Value
13839,2010-08-10 13:52:00,1,139.95,485,1,1,1,3,At-Risk
13840,2010-10-19 13:34:00,1,651.4,415,1,1,2,4,At-Risk
13841,2011-04-01 12:10:00,1,85.0,251,2,1,1,4,One-Time
13842,2011-10-12 10:51:00,18,5319.34,57,3,4,4,11,High-Value
13843,2010-11-23 17:48:00,1,319.75,380,1,1,1,3,At-Risk
13844,2011-11-28 13:21:00,1,361.62,10,4,1,2,7,Other
13845,2011-10-06 08:25:00,1,312.98,63,3,1,1,5,One-Time
13846,2011-11-15 12:07:00,4,1307.79,23,4,3,3,10,High-Value
13847,2009-12-20 10:41:00,1,310.72,718,1,1,1,3,At-Risk
13848,2011-09-08 12:58:00,8,3015.0,91,3,4,4,11,High-Value
13849,2011-10-19 10:59:00,5,3469.3,50,3,3,4,10,High-Value
13850,2011-08-02 14:04:00,1,1595.48,128,2,1,3,6,Other
13851,2011-09-05 12:36:00,8,4606.46,94,3,4,4,11,High-Value
13852,2010-04-08 09:06:00,1,187.35,609,1,1,1,3,At-Risk
13853,2011-10-13 14:18:00,1,1090.14,56,3,1,3,7,Other
13854,2011-12-01 09:06:00,39,11944.56,7,4,4,4,12,High-Value
13855,2010-07-27 09:53:00,4,1310.34,499,1,3,3,7,At-Risk
13856,2011-06-24 10:03:00,11,1142.03,167,2,4,3,9,High-Value
13857,2010-11-11 12:54:00,6,1000.91,392,1,3,3,7,At-Risk
13858,2011-10-13 16:17:00,1,216.17,56,3,1,1,5,One-Time
13859,2011-01-17 16:14:00,2,515.86,325,2,2,2,6,Other
13860,2011-12-08 12:57:00,5,1245.9,0,4,3,3,10,High-Value
13861,2010-10-06 14:20:00,2,273.26,428,1,2,1,4,At-Risk
13862,2011-11-21 16:24:00,9,2556.09,17,4,4,4,12,High-Value
13863,2011-04-06 10:20:00,4,1239.55,246,2,3,3,8,Other
13864,2010-11-18 12:50:00,1,662.4,385,1,1,2,4,At-Risk
13865,2011-10-12 13:31:00,4,501.56,57,3,3,2,8,Loyal
13866,2011-09-26 14:54:00,1,145.67,73,3,1,1,5,One-Time
13867,2011-11-08 15:48:00,3,1005.09,30,3,2,3,8,Other
13868,2011-12-02 16:32:00,2,3192.54,6,4,2,4,10,High-Value
13869,2011-08-08 13:53:00,10,7996.87,122,2,4,4,10,High-Value
13870,2011-12-07 13:23:00,15,5712.08,1,4,4,4,12,High-Value
13871,2011-11-17 10:49:00,17,7885.85,21,4,4,4,12,High-Value
13872,2010-06-30 15:35:00,3,919.57,526,1,2,3,6,At-Risk
13873,2011-08-12 10:08:00,8,1038.92,118,2,4,3,9,High-Value
13874,2010-12-16 18:20:00,7,2049.15,357,2,4,3,9,High-Value
13875,2011-10-17 09:36:00,14,4814.37,52,3,4,4,11,High-Value
13876,2011-10-07 10:22:00,1,122.7,62,3,1,1,5,One-Time
13877,2011-09-14 15:49:00,3,449.68,85,3,2,2,7,Other
13878,2011-10-16 12:19:00,4,2416.9,53,3,3,4,10,High-Value
13879,2010-03-04 10:49:00,1,395.5,644,1,1,2,4,At-Risk
13880,2011-11-18 13:44:00,17,4293.86,20,4,4,4,12,High-Value
13881,2011-12-06 12:50:00,43,45179.1,2,4,4,4,12,High-Value
13882,2011-12-07 11:16:00,5,1191.13,1,4,3,3,10,High-Value
13883,2011-11-29 10:45:00,14,6535.37,9,4,4,4,12,High-Value
13884,2011-12-02 16:30:00,10,1825.03,6,4,4,3,11,High-Value
13885,2011-06-03 15:07:00,2,506.8,188,2,2,2,6,Other
13886,2011-09-29 13:17:00,1,243.56,70,3,1,1,5,One-Time
13887,2011-05-19 17:22:00,1,349.55,203,2,1,2,5,Other
13888,2011-08-12 10:13:00,7,2001.59,118,2,4,3,9,High-Value
13889,2011-09-08 09:13:00,6,1991.23,91,3,3,3,9,High-Value
13890,2011-12-08 15:36:00,14,2927.38,0,4,4,4,12,High-Value
13891,2010-11-26 15:57:00,3,859.21,377,2,2,3,7,Other
13892,2011-11-13 11:50:00,6,1267.65,25,3,3,3,9,High-Value
13893,2011-02-15 11:30:00,1,821.1,296,2,1,2,5,Other
13894,2011-11-16 09:44:00,3,564.62,22,4,2,2,8,Other
13895,2011-11-11 16:57:00,6,4008.52,27,3,3,4,10,High-Value
13896,2010-03-24 08:55:00,1,388.55,624,1,1,2,4,At-Risk
13897,2011-10-20 14:30:00,3,1160.72,49,3,2,3,8,Other
13898,2011-01-18 10:28:00,2,686.4,324,2,2,2,6,Other
13899,2011-11-23 13:40:00,2,388.52,15,4,2,2,8,Other
13900,2011-06-09 19:26:00,6,1610.59,182,2,3,3,8,Other
13901,2011-09-28 14:48:00,15,5676.34,71,3,4,4,11,High-Value
13902,2010-03-17 13:09:00,5,34023.26,631,1,3,4,8,At-Risk
13903,2010-11-04 17:44:00,1,165.45,399,1,1,1,3,At-Risk
13904,2011-11-02 13:41:00,2,332.64,36,3,2,1,6,Other
13905,2009-12-07 11:41:00,1,312.65,731,1,1,1,3,At-Risk
13906,2010-10-26 15:00:00,1,42.0,408,1,1,1,3,At-Risk
13907,2010-01-17 12:22:00,1,136.8,690,1,1,1,3,At-Risk
13908,2011-09-21 11:49:00,4,2319.55,78,3,3,4,10,High-Value
13909,2010-10-12 17:22:00,2,282.85,422,1,2,1,4,At-Risk
13911,2011-10-13 15:43:00,20,4234.99,56,3,4,4,11,High-Value
13912,2010-10-12 08:43:00,1,124.95,422,1,1,1,3,At-Risk
13913,2010-07-21 10:11:00,1,42.22,505,1,1,1,3,At-Risk
13914,2011-11-28 10:35:00,2,626.45,10,4,2,2,8,Other
13915,2010-11-10 15:17:00,1,70.8,393,1,1,1,3,At-Risk
13916,2010-09-02 10:04:00,4,1275.81,462,1,3,3,7,At-Risk
13917,2011-10-21 09:56:00,2,272.04,48,3,2,1,6,Other
13918,2011-10-21 12:25:00,2,1212.84,48,3,2,3,8,Other
13919,2011-10-11 14:24:00,4,1252.68,58,3,3,3,9,High-Value
13920,2010-10-04 12:37:00,4,1774.68,430,1,3,3,7,At-Risk
13921,2010-11-02 16:32:00,4,730.7,401,1,3,2,6,At-Risk
13922,2010-12-23 10:38:00,3,865.2,350,2,2,3,7,Other
13923,2011-10-17 12:33:00,1,351.13,52,3,1,2,6,Other
13924,2011-12-08 09:39:00,6,1838.85,0,4,3,3,10,High-Value
13925,2011-09-08 12:47:00,4,678.25,91,3,3,2,8,Loyal
13926,2011-11-16 13:16:00,1,223.85,22,4,1,1,6,One-Time
13927,2011-09-26 12:00:00,2,708.26,73,3,2,2,7,Other
13928,2011-11-29 10:33:00,4,464.57,9,4,3,2,9,High-Value
13929,2011-06-23 15:26:00,11,3494.1,168,2,4,4,10,High-Value
13930,2011-10-13 09:45:00,2,337.34,56,3,2,1,6,Other
13931,2011-09-05 10:12:00,11,5257.38,94,3,4,4,11,High-Value
13932,2011-02-18 12:02:00,1,307.4,293,2,1,1,4,One-Time
13933,2011-08-22 14:03:00,2,608.79,108,2,2,2,6,Other
13934,2011-03-21 08:39:00,1,922.1,262,2,1,3,6,Other
13935,2010-04-22 11:21:00,3,6116.92,595,1,2,4,7,At-Risk
13936,2011-06-13 08:47:00,3,939.66,178,2,2,3,7,Other
13937,2011-06-23 16:35:00,2,880.13,168,2,2,3,7,Other
13938,2011-11-04 14:37:00,1,71.66,34,3,1,1,5,One-Time
13939,2011-11-16 13:33:00,7,1560.96,22,4,4,3,11,High-Value
13940,2011-11-22 15:15:00,4,839.14,16,4,3,2,9,High-Value
13941,2011-11-18 09:43:00,15,10027.18,20,4,4,4,12,High-Value
13942,2010-06-23 12:35:00,1,320.0,533,1,1,1,3,At-Risk
13943,2010-05-11 11:30:00,1,246.54,576,1,1,1,3,At-Risk
13944,2010-02-24 15:02:00,1,200.43,652,1,1,1,3,At-Risk
13945,2010-11-10 10:00:00,2,854.15,393,1,2,2,5,At-Risk
13946,2011-09-21 13:33:00,6,1876.23,78,3,3,3,9,High-Value
13947,2011-10-05 14:42:00,1,90.6,64,3,1,1,5,One-Time
13948,2010-12-14 10:18:00,4,548.76,359,2,3,2,7,Other
13949,2011-12-07 09:35:00,6,2427.32,1,4,3,4,11,High-Value
13950,2011-11-28 14:44:00,4,745.06,10,4,3,2,9,High-Value
13951,2011-06-16 16:43:00,3,674.45,175,2,2,2,6,Other
13952,2011-05-06 09:00:00,14,12823.52,216,2,4,4,10,High-Value
13953,2011-12-02 16:04:00,12,6640.68,6,4,4,4,12,High-Value
13954,2011-12-08 12:50:00,2,439.92,0,4,2,2,8,Other
13955,2011-07-08 17:19:00,3,544.07,153,2,2,2,6,Other
13956,2011-12-04 13:20:00,5,1019.27,4,4,3,3,10,High-Value
13957,2010-10-18 10:02:00,3,458.25,416,1,2,2,5,At-Risk
13958,2010-11-25 10:11:00,8,4709.23,378,2,4,4,10,High-Value
13959,2011-09-21 15:06:00,6,1064.77,78,3,3,3,9,High-Value
13960,2011-11-18 15:27:00,2,230.22,20,4,2,1,7,Other
13961,2010-11-12 14:40:00,1,538.4,391,1,1,2,4,At-Risk
13962,2011-11-18 08:47:00,3,362.8,20,4,2,2,8,Other
13963,2011-02-04 14:43:00,17,2860.57,307,2,4,4,10,High-Value
13964,2010-11-17 13:53:00,2,438.9,386,1,2,2,5,At-Risk
13965,2010-08-20 10:40:00,3,996.61,475,1,2,3,6,At-Risk
13966,2010-09-30 13:08:00,1,384.26,434,1,1,2,4,At-Risk
13967,2011-07-17 12:02:00,2,166.3,144,2,2,1,5,Other
13968,2010-10-12 13:22:00,1,123.66,422,1,1,1,3,At-Risk
13969,2011-12-02 15:11:00,35,12973.46,6,4,4,4,12,High-Value
13970,2010-11-18 13:21:00,2,846.55,385,1,2,2,5,At-Risk
13971,2011-11-21 12:06:00,14,4667.57,17,4,4,4,12,High-Value
13972,2011-09-30 11:54:00,2,190.25,69,3,2,1,6,Other
13973,2011-02-25 15:21:00,1,264.7,286,2,1,1,4,One-Time
13974,2011-10-21 14:41:00,2,677.72,48,3,2,2,7,Other
13975,2011-11-08 13:19:00,12,5256.4,30,3,4,4,11,High-Value
13976,2011-05-17 09:13:00,4,1192.36,205,2,3,3,8,Other
13977,2010-10-24 14:08:00,1,519.81,410,1,1,2,4,At-Risk
13978,2011-11-25 11:36:00,2,196.79,13,4,2,1,7,Other
13979,2011-09-27 13:32:00,7,3373.63,72,3,4,4,11,High-Value
13980,2011-10-10 13:34:00,5,768.82,59,3,3,2,8,Loyal
13981,2010-10-20 10:03:00,1,331.14,414,1,1,1,3,At-Risk
13982,2011-10-31 16:24:00,9,3954.29,38,3,4,4,11,High-Value
13983,2011-11-10 11:06:00,21,6753.89,28,3,4,4,11,High-Value
13984,2011-11-13 12:38:00,12,1893.8,25,3,4,3,10,High-Value
13985,2011-12-05 17:06:00,22,10020.86,3,4,4,4,12,High-Value
13986,2011-11-22 15:00:00,1,320.46,16,4,1,1,6,One-Time
13987,2010-11-25 10:20:00,2,682.54,378,2,2,2,6,Other
13988,2011-11-20 10:15:00,8,4757.8,18,4,4,4,12,High-Value
13989,2011-10-05 09:47:00,5,2026.06,64,3,3,3,9,High-Value
13990,2011-05-10 15:19:00,1,311.3,212,2,1,1,4,One-Time
13991,2011-11-27 16:18:00,6,851.88,11,4,3,2,9,High-Value
13992,2011-11-09 15:23:00,3,219.5,29,3,2,1,6,Other
13993,2011-10-28 09:06:00,19,6775.71,41,3,4,4,11,High-Value
13994,2011-12-06 11:05:00,6,2274.14,2,4,3,4,11,High-Value
13995,2011-11-24 14:22:00,14,3902.01,14,4,4,4,12,High-Value
13996,2010-11-18 16:27:00,2,845.76,385,1,2,2,5,At-Risk
13997,2010-07-08 18:06:00,3,376.46,518,1,2,2,5,At-Risk
13998,2010-09-19 10:20:00,3,566.7,445,1,2,2,5,At-Risk
13999,2011-11-29 13:40:00,29,9502.26,9,4,4,4,12,High-Value
14000,2011-05-12 16:50:00,5,2046.34,210,2,3,3,8,Other
14001,2011-10-25 10:31:00,9,4228.85,44,3,4,4,11,High-Value
14002,2011-07-28 15:55:00,2,529.73,133,2,2,2,6,Other
14003,2009-12-07 08:53:00,1,209.41,731,1,1,1,3,At-Risk
14004,2011-10-27 14:40:00,11,6258.45,42,3,4,4,11,High-Value
14005,2011-11-30 12:41:00,5,2874.72,8,4,3,4,11,High-Value
14006,2011-08-16 09:39:00,7,2196.67,114,2,4,3,9,High-Value
14007,2010-07-15 09:06:00,1,79.48,511,1,1,1,3,At-Risk
14008,2010-10-03 13:09:00,1,509.04,431,1,1,2,4,At-Risk
14009,2011-05-25 15:47:00,3,1099.91,197,2,2,3,7,Other
14010,2010-05-23 13:00:00,2,445.15,564,1,2,2,5,At-Risk
14011,2010-08-16 15:31:00,2,457.82,479,1,2,2,5,At-Risk
14012,2011-03-07 12:26:00,1,328.8,276,2,1,1,4,One-Time
14013,2011-08-21 15:01:00,5,1084.57,109,2,3,3,8,Other
14014,2011-09-23 13:18:00,3,1948.21,76,3,2,3,8,Other
14015,2011-10-18 10:02:00,1,917.34,51,3,1,3,7,Other
14016,2011-07-01 11:29:00,11,11303.41,160,2,4,4,10,High-Value
14017,2010-05-17 14:52:00,1,229.75,570,1,1,1,3,At-Risk
14018,2010-03-04 14:23:00,1,367.15,644,1,1,2,4,At-Risk
14019,2011-10-24 10:13:00,3,1421.61,45,3,2,3,8,Other
14020,2011-11-23 09:22:00,4,1249.01,15,4,3,3,10,High-Value
14021,2011-07-07 15:46:00,7,1716.58,154,2,4,3,9,High-Value
14022,2011-04-28 14:39:00,2,792.15,224,2,2,2,6,Other
14023,2011-12-02 13:58:00,2,584.07,6,4,2,2,8,Other
14024,2011-08-10 11:30:00,3,645.74,120,2,2,2,6,Other
14025,2010-09-01 10:11:00,8,4057.9,463,1,4,4,9,High-Value
14026,2010-08-26 10:31:00,2,713.11,469,1,2,2,5,At-Risk
14027,2011-10-10 09:01:00,1,104.82,59,3,1,1,5,One-Time
14028,2010-06-07 13:33:00,3,10396.5,549,1,2,4,7,At-Risk
14029,2011-10-07 14:46:00,2,467.66,62,3,2,2,7,Other
14030,2011-11-21 16:48:00,20,7521.8,17,4,4,4,12,High-Value
14031,2011-12-02 17:13:00,44,39019.51,6,4,4,4,12,High-Value
14032,2011-12-07 15:23:00,16,4546.41,1,4,4,4,12,High-Value
14033,2010-06-02 15:10:00,1,109.44,554,1,1,1,3,At-Risk
14034,2011-11-17 14:02:00,3,648.89,21,4,2,2,8,Other
14035,2011-11-11 10:03:00,9,2794.75,27,3,4,4,11,High-Value
14036,2011-02-28 09:26:00,1,626.65,283,2,1,2,5,Other
14037,2011-06-16 13:57:00,6,836.95,175,2,3,2,7,Other
14038,2011-09-22 13:37:00,5,3069.88,77,3,3,4,10,High-Value
14039,2011-11-06 13:48:00,2,267.28,32,3,2,1,6,Other
14040,2011-10-30 12:42:00,35,12523.81,39,3,4,4,11,High-Value
14041,2011-03-18 13:25:00,1,141.41,265,2,1,1,4,One-Time
14042,2009-12-14 15:07:00,1,431.98,724,1,1,2,4,At-Risk
14043,2010-08-05 18:18:00,2,302.6,490,1,2,1,4,At-Risk
14044,2011-11-13 12:05:00,10,3073.95,25,3,4,4,11,High-Value
14045,2011-08-22 15:27:00,16,10986.63,108,2,4,4,10,High-Value
14046,2011-02-28 14:48:00,1,151.59,283,2,1,1,4,One-Time
14047,2011-12-01 11:43:00,14,3968.11,7,4,4,4,12,High-Value
14048,2011-02-07 14:53:00,3,748.69,304,2,2,2,6,Other
14049,2011-11-23 12:20:00,13,13023.4,15,4,4,4,12,High-Value
14050,2011-11-08 10:00:00,2,746.36,30,3,2,2,7,Other
14051,2011-12-09 10:20:00,37,21770.98,-1,4,4,4,12,High-Value
14052,2011-11-20 12:30:00,2,466.66,18,4,2,2,8,Other
14053,2011-08-07 14:27:00,4,572.3,123,2,3,2,7,Other
14054,2011-10-05 15:49:00,1,92.46,64,3,1,1,5,One-Time
14055,2011-08-25 15:04:00,3,1520.96,105,2,2,3,7,Other
14056,2011-12-08 13:36:00,23,8152.71,0,4,4,4,12,High-Value
14057,2011-11-16 10:32:00,22,8346.66,22,4,4,4,12,High-Value
14058,2010-09-03 09:31:00,2,469.19,461,1,2,2,5,At-Risk
14059,2011-03-18 10:06:00,1,183.6,265,2,1,1,4,One-Time
14060,2011-12-05 12:29:00,30,8898.24,3,4,4,4,12,High-Value
14061,2010-07-20 17:22:00,3,917.43,506,1,2,3,6,At-Risk
14062,2011-11-30 10:04:00,24,25585.65,8,4,4,4,12,High-Value
14063,2010-01-22 11:28:00,7,9471.5,685,1,4,4,9,High-Value
14064,2011-11-10 13:14:00,15,3260.24,28,3,4,4,11,High-Value
14065,2010-11-15 16:13:00,3,891.02,388,1,2,3,6,At-Risk
14066,2011-03-18 12:21:00,1,152.55,265,2,1,1,4,One-Time
14067,2011-10-07 10:21:00,2,374.7,62,3,2,2,7,Other
14068,2011-01-23 16:02:00,4,1516.72,319,2,3,3,8,Other
14069,2010-07-13 12:12:00,2,225.81,513,1,2,1,4,At-Risk
14070,2010-01-24 12:27:00,1,321.6,683,1,1,1,3,At-Risk
14071,2011-12-06 12:27:00,8,1422.75,2,4,4,3,11,High-Value
14072,2010-02-11 12:31:00,1,390.85,665,1,1,2,4,At-Risk
14073,2011-11-07 15:49:00,1,151.04,31,3,1,1,5,One-Time
14074,2010-03-26 13:55:00,1,219.4,622,1,1,1,3,At-Risk
14075,2011-12-05 08:38:00,5,1724.87,3,4,3,3,10,High-Value
14076,2011-08-02 15:19:00,1,118.67,128,2,1,1,4,One-Time
14077,2011-10-30 12:35:00,6,615.08,39,3,3,2,8,Loyal
14078,2011-08-30 12:16:00,9,1551.82,100,2,4,3,9,High-Value
14079,2011-08-07 12:10:00,1,375.1,123,2,1,2,5,Other
14080,2011-11-07 11:09:00,5,1115.68,31,3,3,3,9,High-Value
14081,2011-02-10 16:17:00,10,4867.57,301,2,4,4,10,High-Value
14082,2010-12-10 11:02:00,2,413.36,363,2,2,2,6,Other
14083,2011-12-05 13:14:00,11,1082.19,3,4,4,3,11,High-Value
14084,2010-07-15 14:36:00,1,150.5,511,1,1,1,3,At-Risk
14085,2011-12-07 13:46:00,32,9705.67,1,4,4,4,12,High-Value
14086,2010-09-03 10:52:00,1,39.95,461,1,1,1,3,At-Risk
14087,2011-12-07 12:41:00,3,829.47,1,4,2,2,8,Other
14088,2011-11-29 16:16:00,16,64036.8,9,4,4,4,12,High-Value
14089,2011-10-14 10:38:00,1,158.75,55,3,1,1,5,One-Time
14090,2011-01-19 10:51:00,1,76.32,323,2,1,1,4,One-Time
14091,2010-02-23 15:17:00,2,9530.08,653,1,2,4,7,At-Risk
14092,2011-12-02 12:13:00,24,7229.45,6,4,4,4,12,High-Value
14093,2011-11-27 16:27:00,1,433.86,11,4,1,2,7,Other
14094,2010-09-26 11:58:00,1,311.77,438,1,1,1,3,At-Risk
14095,2009-12-17 12:49:00,1,2.95,721,1,1,1,3,At-Risk
14096,2011-12-05 17:17:00,17,53258.43,3,4,4,4,12,High-Value
14097,2010-08-15 14:20:00,2,422.86,480,1,2,2,5,At-Risk
14098,2011-11-03 10:13:00,1,147.35,35,3,1,1,5,One-Time
14099,2011-11-23 13:53:00,20,5750.91,15,4,4,4,12,High-Value
14100,2011-07-25 11:01:00,1,191.95,136,2,1,1,4,One-Time
14101,2011-09-27 12:28:00,13,9961.93,72,3,4,4,11,High-Value
14102,2011-12-04 15:38:00,5,1105.88,4,4,3,3,10,High-Value
14104,2011-07-08 12:50:00,5,740.53,153,2,3,2,7,Other
14105,2011-04-14 17:58:00,5,5988.83,238,2,3,4,9,High-Value
14106,2009-12-02 14:09:00,1,214.8,736,1,1,1,3,At-Risk
14107,2011-10-19 12:12:00,11,4877.3,50,3,4,4,11,High-Value
14108,2011-11-09 10:41:00,4,1044.96,29,3,3,3,9,High-Value
14109,2011-09-28 10:18:00,1,144.2,71,3,1,1,5,One-Time
14110,2011-12-06 12:26:00,33,12987.95,2,4,4,4,12,High-Value
14111,2011-11-25 13:44:00,4,692.85,13,4,3,2,9,High-Value
14112,2011-11-17 12:30:00,13,5834.59,21,4,4,4,12,High-Value
14113,2011-12-06 12:18:00,16,7092.61,2,4,4,4,12,High-Value
14114,2011-03-11 09:42:00,7,1364.09,272,2,4,3,9,High-Value
14115,2010-07-26 12:36:00,2,622.67,500,1,2,2,5,At-Risk
14116,2011-11-20 10:29:00,5,1382.74,18,4,3,3,10,High-Value
14117,2011-07-19 09:49:00,1,90.0,142,2,1,1,4,One-Time
14118,2010-10-07 11:59:00,1,458.45,427,1,1,2,4,At-Risk
14119,2010-11-29 10:33:00,2,183.37,374,2,2,1,5,Other
14121,2011-12-06 12:19:00,4,2780.15,2,4,3,4,11,High-Value
14122,2010-10-29 15:11:00,3,362.42,405,1,2,2,5,At-Risk
14123,2009-12-06 15:35:00,1,436.18,732,1,1,2,4,At-Risk
14124,2011-09-16 13:32:00,1,419.58,83,3,1,2,6,Other
14125,2011-11-29 12:47:00,3,2720.63,9,4,2,4,10,High-Value
14126,2011-12-02 11:45:00,4,1172.46,6,4,3,3,10,High-Value
14127,2011-08-09 10:49:00,6,1900.08,121,2,3,3,8,Other
14128,2011-10-10 12:00:00,3,924.21,59,3,2,3,8,Other
14129,2011-12-08 11:02:00,9,2591.34,0,4,4,4,12,High-Value
14130,2011-01-24 16:05:00,4,1858.77,318,2,3,3,8,Other
14131,2010-03-01 11:59:00,1,168.22,647,1,1,1,3,At-Risk
14132,2011-12-07 13:35:00,11,3586.03,1,4,4,4,12,High-Value
